,imdbid,title,year,imdb_rating,estimated budget,world gross,id,year_y,bechdel_rating
4765,0458352,The Devil Wears Prada,2006,6.9,"$35,000,000 (estimated)","$326,706,115",144.0,2006.0,3.0
4766,0383574,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,"$225,000,000 (estimated)","$1,066,179,747",167.0,2006.0,2.0
4767,0472160,Penelope,2006,6.7,"$15,000,000 (estimated)","$21,156,270",171.0,2006.0,3.0
4768,0454921,The Pursuit of Happyness,2006,8.0,"$55,000,000 (estimated)","$307,127,625",198.0,2006.0,0.0
4769,0457939,The Holiday,2006,6.9,"$85,000,000 (estimated)","$205,850,169",215.0,2006.0,3.0
4770,0284363,Obsluhoval jsem anglického krále,2006,7.3,"CZK 84,450,000 (estimated)","$7,354,478",224.0,2006.0,1.0
4772,0479884,Crank,2006,6.9,"$12,000,000 (estimated)","$42,931,041",289.0,2006.0,0.0
4773,0422720,Marie Antoinette,2006,6.5,"$40,000,000 (estimated)","$60,917,189",290.0,2006.0,3.0
4774,0376994,X-Men: The Last Stand,2006,6.6,"$210,000,000 (estimated)","$460,435,291",317.0,2006.0,3.0
4775,0206634,Children of Men,2006,7.9,"$76,000,000 (estimated)","$70,595,464",332.0,2006.0,3.0
4776,0441909,Volver,2006,7.6,"€7,450,000 (estimated)","$85,603,360",366.0,2006.0,3.0
4777,0416496,Bandidas,2006,5.7,"€32,000,000 (estimated)","$18,381,890",370.0,2006.0,3.0
4779,0477347,Night at the Museum,2006,6.4,"$110,000,000 (estimated)","$574,481,229",416.0,2006.0,3.0
4780,0457430,Pan's Labyrinth,2006,8.2,"$19,000,000 (estimated)","$83,862,032",421.0,2006.0,3.0
4781,0404203,Little Children,2006,7.5,"$26,000,000 (estimated)","$14,821,658",521.0,2006.0,3.0
4782,0907657,Once,2007,7.8,"$150,000 (estimated)","$20,936,722",530.0,2006.0,2.0
4783,0420223,Stranger Than Fiction,2006,7.5,"$30,000,000 (estimated)","$53,653,224",559.0,2006.0,3.0
4785,0437800,Akeelah and the Bee,2006,7.4,"$8,000,000 (estimated)","$18,948,425",615.0,2006.0,3.0
4786,0454945,She's the Man,2006,6.3,"$20,000,000 (estimated)","$57,194,667",627.0,2006.0,3.0
4787,0449059,Little Miss Sunshine,2006,7.8,"$8,000,000 (estimated)","$101,058,954",648.0,2006.0,3.0
4788,0460732,Caffeine,2006,5.4,"$8,000,000 (estimated)","$101,058,954",650.0,2006.0,3.0
4789,0499537,Offside,2006,7.3,"$2,500 (estimated)","$561,692",653.0,2006.0,3.0
4793,0405094,The Lives of Others,2006,8.4,"$2,000,000 (estimated)","$77,356,942",791.0,2006.0,0.0
4794,0384537,Silent Hill,2006,6.5,"$50,000,000 (estimated)","$100,605,135",793.0,2006.0,3.0
4795,0389557,Black Book,2006,7.7,"$21,000,000 (estimated)","$26,768,563",830.0,2006.0,3.0
4796,0443543,The Illusionist,2006,7.5,"$16,500,000 (estimated)","$87,892,388",893.0,2006.0,0.0
4797,0483726,Man of the Year,2006,6.2,"$20,000,000 (estimated)","$42,472,472",920.0,2006.0,1.0
4800,0859765,Still Life,2006,7.3,"CN¥10,000,000 (estimated)","$2,504,465",934.0,2006.0,2.0
4801,0408985,Last Holiday,2006,6.5,"$45,000,000 (estimated)","$43,451,846",938.0,2006.0,3.0
4806,0463034,"You, Me and Dupree",2006,5.6,"$54,000,000 (estimated)","$130,628,903",1558.0,2006.0,1.0
4807,0435680,Kidulthood,2006,6.7,"£600,000 (estimated)","$849,650",1481.0,2006.0,3.0
4808,0493430,Jackass Number Two,2006,7.0,"$11,500,000 (estimated)","$84,645,164",1302.0,2006.0,1.0
4809,0407887,The Departed,2006,8.5,"$90,000,000 (estimated)","$291,480,452",1415.0,2006.0,1.0
4812,0416449,300,2006,7.6,"$65,000,000 (estimated)","$456,082,343",1271.0,2006.0,0.0
4813,0436331,Friends with Money,2006,5.8,"$6,500,000 (estimated)","$18,245,244",1102.0,2006.0,3.0
4814,0425210,Lucky Number Slevin,2006,7.7,"$27,000,000 (estimated)","$56,308,881",1138.0,2006.0,1.0
4815,0449010,Eragon,2006,5.1,"$100,000,000 (estimated)","$250,425,512",1147.0,2006.0,1.0
4818,0367027,Shortbus,2006,6.4,"$2,000,000 (estimated)","$5,557,564",1442.0,2006.0,3.0
4819,0447854,Bambi 2: The Great Prince of the Forest,2006,6.1,"$2,000,000 (estimated)","$5,557,564",1596.0,2006.0,1.0
4821,0438097,Ice Age: The Meltdown,2006,6.8,"$80,000,000 (estimated)","$667,094,506",1581.0,2006.0,1.0
4822,0446442,Quelques jours en septembre,2006,5.2,"€10,000,000 (estimated)","$471,845",1542.0,2006.0,3.0
4824,0436697,The Queen,2006,7.3,"£9,800,000 (estimated)","$124,923,153",1412.0,2006.0,3.0
4825,0470765,For Your Consideration,2006,6.3,"$12,000,000 (estimated)","$5,925,637",1615.0,2006.0,3.0
4827,0439815,Slither,2006,6.5,"$15,000,000 (estimated)","$12,834,936",1702.0,2006.0,3.0
4828,0473514,Mulberry St,2006,5.5,"$60,000 (estimated)","$97,182",1719.0,2006.0,1.0
4829,0475394,Smokin' Aces,2006,6.6,"$17,000,000 (estimated)","$57,232,879",1811.0,2006.0,3.0
4830,0383060,Zoom,2006,4.3,"$35,000,000 (estimated)","$12,506,362",1853.0,2006.0,3.0
4831,0808506,The Girl Who Leapt Through Time,2006,7.7,"$9,000,000 (estimated)","$21,510,851",1878.0,2006.0,3.0
4832,0396171,Perfume: The Story of a Murderer,2006,7.5,"$60,000,000 (estimated)","$135,039,924",1888.0,2006.0,3.0
4833,0417148,Snakes on a Plane,2006,5.5,"$33,000,000 (estimated)","$62,022,014",1894.0,2006.0,3.0
4834,0482546,Miss Potter,2006,7.0,"$30,000,000 (estimated)","$35,078,241",1898.0,2006.0,3.0
4835,0439289,Running with Scissors,2006,6.1,"$12,000,000 (estimated)","$7,460,797",1910.0,2006.0,3.0
4836,0405336,Southland Tales,2006,5.3,"$17,000,000 (estimated)","$374,743",1927.0,2006.0,3.0
4837,0414993,The Fountain,2006,7.2,"$35,000,000 (estimated)","$16,468,343",1937.0,2006.0,3.0
4838,0317219,Cars,2006,7.2,"$120,000,000 (estimated)","$461,991,867",1946.0,2006.0,1.0
4839,0831888,Tekkonkinkreet,2006,7.5,"$4,200,000 (estimated)","$42,840",2002.0,2006.0,0.0
4840,0457510,Nacho Libre,2006,5.8,"$35,000,000 (estimated)","$99,255,460",2026.0,2006.0,0.0
4841,0482571,The Prestige,2006,8.5,"$40,000,000 (estimated)","$109,676,311",2036.0,2006.0,1.0
4843,0454848,Inside Man,2006,7.6,"$45,000,000 (estimated)","$186,003,591",2089.0,2006.0,3.0
4850,0343737,The Good Shepherd,2006,6.7,"$110,000,000 (estimated)","$100,266,865",2340.0,2006.0,0.0
4851,0468489,Half Nelson,2006,7.1,"$700,000 (estimated)","$4,660,481",2359.0,2006.0,3.0
4852,0405296,A Scanner Darkly,2006,7.0,"$8,700,000 (estimated)","$7,659,918",2360.0,2006.0,1.0
4854,0465551,Notes on a Scandal,2006,7.4,"$15,000,000 (estimated)","$49,814,392",2498.0,2006.0,3.0
4855,0420087,A Prairie Home Companion,2006,6.7,"$10,000,000 (estimated)","$25,986,497",2525.0,2006.0,3.0
4856,0460791,The Fall,2006,7.8,"$30,000,000 (estimated)","$3,669,465",2527.0,2006.0,3.0
4857,0370032,Ultraviolet,2006,4.3,"$30,000,000 (estimated)","$31,070,211",2532.0,2006.0,1.0
4858,0406816,The Guardian,2006,6.9,"$70,000,000 (estimated)","$94,973,540",2538.0,2006.0,1.0
4859,0462309,The Gigolos,2006,5.5,"$70,000,000 (estimated)","$94,973,540",2566.0,2006.0,1.0
4860,0888019,Five Across the Eyes,2006,2.6,"$70,000,000 (estimated)","$94,973,540",2570.0,2006.0,3.0
4861,0479647,Bon Cop Bad Cop,2006,6.7,"CA$8,000,000 (estimated)","$12,735,126",2572.0,2006.0,1.0
4862,0758794,We Are Marshall,2006,7.0,"$65,000,000 (estimated)","$43,545,364",2579.0,2006.0,1.0
4863,0498380,Letters from Iwo Jima,2006,7.9,"$19,000,000 (estimated)","$68,673,228",2580.0,2006.0,1.0
4864,0451176,Quinceañera,2006,6.9,"$400,000 (estimated)","$2,522,787",2598.0,2006.0,3.0
4867,0477139,Wristcutters: A Love Story,2006,7.2,"$1,000,000 (estimated)","$454,026",2616.0,2006.0,1.0
4871,0354899,The Science of Sleep,2006,7.2,"$6,000,000 (estimated)","$15,116,179",2898.0,2006.0,3.0
4872,0489010,A Crime,2006,5.6,"$7,000,000 (estimated)","$371,139",2900.0,2006.0,1.0
4873,0473074,The Gymnast,2006,6.3,"$7,000,000 (estimated)","$371,139",2932.0,2006.0,3.0
4874,0424345,Clerks II,2006,7.3,"$5,000,000 (estimated)","$26,986,174",2941.0,2006.0,3.0
4876,0464049,The History Boys,2006,6.8,"£2,000,000 (estimated)","$13,407,101",3005.0,2006.0,1.0
4877,0804513,Niji no megami,2006,7.3,"£2,000,000 (estimated)","$13,407,101",3014.0,2006.0,3.0
4879,0473444,Curse of the Golden Flower,2006,7.0,"$45,000,000 (estimated)","$78,568,977",3051.0,2006.0,2.0
4880,0401711,"Paris, je t'aime",2006,7.2,"$13,000,000 (estimated)","$17,471,727",3054.0,2006.0,3.0
4881,0478724,Prête-moi ta main,2006,6.7,"€8,900,000 (estimated)","$30,178,449",3080.0,2006.0,3.0
4882,0876294,Zombie Diaries,2006,4.0,"€8,900,000 (estimated)","$30,178,449",3127.0,2006.0,3.0
4886,0417225,Idlewild,2006,6.1,"$15,000,000 (estimated)","$12,643,027",3326.0,2006.0,3.0
4887,0429591,Aquamarine,2006,5.4,"$12,000,000 (estimated)","$22,989,957",3335.0,2006.0,3.0
4888,0446046,Take the Lead,2006,6.6,"$30,000,000 (estimated)","$66,500,090",3460.0,2006.0,3.0
4889,0769508,Dans Paris,2006,6.3,"€1,500,000 (estimated)","$1,810,452",3465.0,2006.0,1.0
4890,0455967,John Tucker Must Die,2006,5.7,"$18,000,000 (estimated)","$68,844,775",3571.0,2006.0,3.0
4891,0433386,The Grudge 2,2006,5.0,"$20,000,000 (estimated)","$70,711,175",3643.0,2006.0,3.0
4892,0385880,Monster House,2006,6.6,"$75,000,000 (estimated)","$141,861,243",3661.0,2006.0,3.0
4895,0429589,The Ant Bully,2006,5.8,"$50,000,000 (estimated)","$55,181,129",3784.0,2006.0,2.0
4897,0400717,Open Season,2006,6.1,"$85,000,000 (estimated)","$200,811,689",3786.0,2006.0,1.0
4898,0424095,Flushed Away,2006,6.6,"$149,000,000 (estimated)","$178,281,554",3812.0,2006.0,0.0
4900,0450506,Suburban Mayhem,2006,5.8,"A$4,000,000 (estimated)","$184,902",3834.0,2006.0,3.0
4901,0468492,The Host,2006,7.1,"₩12,215,500,000 (estimated)","$89,433,436",3849.0,2006.0,3.0
4902,0855805,Falkenberg Farewell,2006,6.4,"SEK 300,000 (estimated)","$524,092",3957.0,2006.0,0.0
4903,0824316,Dor,2006,7.9,"SEK 300,000 (estimated)","$524,092",3959.0,2006.0,3.0
4904,0387877,The Black Dahlia,2006,5.6,"$50,000,000 (estimated)","$49,332,692",4130.0,2006.0,1.0
4905,0444112,Orchestra Seats,2006,6.7,"€8,000,000 (estimated)","$17,690,533",3988.0,2006.0,3.0
4906,0398913,DOA: Dead or Alive,2006,4.8,"$21,000,000 (estimated)","$7,563,172",4202.0,2006.0,3.0
4907,0452637,Lady in the Water,2006,5.5,"$70,000,000 (estimated)","$72,785,169",4227.0,2006.0,2.0
4909,0348150,Superman Returns,2006,6.1,"$270,000,000 (estimated)","$391,081,192",4288.0,2006.0,1.0
4910,0457572,Fido,2006,6.7,"$8,000,000 (estimated)","$426,224",4293.0,2006.0,2.0
4911,0448124,Snow Cake,2006,7.4,"€3,000,000 (estimated)","$1,384,105",4312.0,2006.0,3.0
4916,0414982,Final Destination 3,2006,5.8,"$25,000,000 (estimated)","$118,890,272",4595.0,2006.0,3.0
4917,0450259,Blood Diamond,2006,8.0,"$100,000,000 (estimated)","$171,720,398",4626.0,2006.0,1.0
4918,0455857,When a Stranger Calls,2006,5.1,"$15,000,000 (estimated)","$67,062,123",4665.0,2006.0,3.0
4921,0344854,Arthur and the Invisibles,2006,6.0,"$86,000,000 (estimated)","$108,605,609",4729.0,2006.0,0.0
4922,0778631,Brave Story,2006,6.5,"¥1,000,000,000 (estimated)","$11,413,156",4802.0,2006.0,1.0
4923,0490166,London to Brighton,2006,6.9,"£500,000 (estimated)","$449,681",4819.0,2006.0,3.0
4924,0863091,Mukhsin,2006,7.3,"MYR 1,100,000 (estimated)","$4,854",4830.0,2006.0,3.0
4926,0410297,The Lake House,2006,6.8,"$40,000,000 (estimated)","$114,830,111",4856.0,2006.0,3.0
4927,0452594,The Break-Up,2006,5.8,"$52,000,000 (estimated)","$205,668,210",4892.0,2006.0,1.0
4928,0423169,Sherrybaby,2006,6.6,"$2,000,000 (estimated)","$622,806",4899.0,2006.0,3.0
4929,0409182,Poseidon,2006,5.7,"$160,000,000 (estimated)","$181,674,817",4918.0,2006.0,2.0
4930,0445935,Bordertown,2007,6.0,"$21,000,000 (estimated)","$8,332,427",4939.0,2006.0,3.0
4931,0457275,Altered,2006,5.6,"$8,000,000 (estimated)","$43,836",5016.0,2006.0,0.0
4933,0470705,Bug,2006,6.1,"$4,000,000 (estimated)","$8,095,658",5088.0,2006.0,3.0
4934,0443453,Borat,2006,7.4,"$18,000,000 (estimated)","$262,552,893",5158.0,2006.0,1.0
4935,0382625,The Da Vinci Code,2006,6.6,"$125,000,000 (estimated)","$760,006,945",5191.0,2006.0,1.0
4936,0827517,Reprise,2006,7.3,"NOK 22,000,000 (estimated)","$1,297,260",5213.0,2006.0,1.0
4940,0462485,Poultrygeist: Night of the Chicken Dead,2006,6.0,"$500,000 (estimated)","$22,623",5262.0,2006.0,1.0
4941,0809407,12:08 East of Bucharest,2006,7.3,"€200,000 (estimated)","$523,703",5287.0,2006.0,1.0
4943,0472043,Apocalypto,2006,7.8,"$40,000,000 (estimated)","$120,673,227",5306.0,2006.0,3.0
4944,0389860,Click,2006,6.4,"$82,500,000 (estimated)","$240,685,326",5358.0,2006.0,3.0
4946,0427969,Hollywoodland,2006,6.5,"$28,000,000 (estimated)","$16,800,438",5511.0,2006.0,2.0
4949,0441774,Lonely Hearts,2006,6.4,"$18,000,000 (estimated)","$2,520,835",5585.0,2006.0,3.0
4950,0317919,Mission: Impossible III,2006,6.9,"$150,000,000 (estimated)","$398,479,497",5606.0,2006.0,1.0
4951,0452624,The Good German,2006,6.0,"$32,000,000 (estimated)","$5,914,908",5675.0,2006.0,1.0
4952,0483022,Kamome shokudô,2006,7.2,"$32,000,000 (estimated)","$5,914,908",5704.0,2006.0,3.0
4953,0443489,Dreamgirls,2006,6.6,"$70,000,000 (estimated)","$155,430,335",5815.0,2006.0,3.0
4957,0449467,Babel,2006,7.5,"$25,000,000 (estimated)","$135,330,182",5925.0,2006.0,3.0
4960,0480025,This Is England,2006,7.7,"£1,500,000 (estimated)","$8,481,254",6151.0,2006.0,3.0
4961,0494271,The Unknown Woman,2006,7.4,"€8,000,000 (estimated)","$6,881,566",6168.0,2006.0,3.0
4962,0384793,Accepted,2006,6.4,"$23,000,000 (estimated)","$38,623,262",6194.0,2006.0,1.0
4963,0475944,The Covenant,2006,5.1,"$20,000,000 (estimated)","$37,598,767",6352.0,2006.0,3.0
4964,0486551,Beerfest,2006,6.2,"$17,500,000 (estimated)","$20,387,597",6401.0,2006.0,3.0
4966,0489270,Saw III,2006,6.2,"$10,000,000 (estimated)","$164,874,275",6450.0,2006.0,3.0
4967,0486731,U,2006,6.5,"$10,000,000 (estimated)","$164,874,275",6456.0,2006.0,3.0
4968,0443431,Another Gay Movie,2006,5.0,"$500,000 (estimated)","$745,327",6526.0,2006.0,3.0
4969,0455612,Madea's Family Reunion,2006,5.2,"$6,000,000 (estimated)","$63,368,939",6574.0,2006.0,0.0
4970,0476298,Madeinusa,2006,6.8,"$55,000,000 (estimated)","$9,451,623",6869.0,2006.0,3.0
4971,1105263,Bleach: Memories of Nobody,2006,7.1,"$55,000,000 (estimated)","$9,451,623",6903.0,2006.0,3.0
4988,0414853,Barnyard,2006,5.6,"$51,000,000 (estimated)","$116,755,080",7366.0,2006.0,3.0
4991,0462590,Step Up,2006,6.5,"$12,000,000 (estimated)","$114,197,742",7596.0,2006.0,3.0
4993,0366548,Happy Feet,2006,6.4,"$100,000,000 (estimated)","$384,336,108",7637.0,2006.0,3.0
4994,0362120,Scary Movie 4,2006,5.1,"$45,000,000 (estimated)","$178,262,620",7679.0,2006.0,3.0
4995,0449089,RV,2006,5.6,"$50,000,000 (estimated)","$87,528,173",7793.0,2006.0,3.0
4996,0365830,Tenacious D in the Pick of Destiny,2006,6.8,"$20,000,000 (estimated)","$13,939,963",7812.0,2006.0,0.0
5005,0430357,Miami Vice,2006,6.0,"$135,000,000 (estimated)","$163,794,509",8871.0,2006.0,1.0
5007,0463985,The Fast and the Furious: Tokyo Drift,2006,6.0,"$85,000,000 (estimated)","$158,964,610",9119.0,2006.0,1.0
5008,0785002,Heartbreak Hotel,2006,5.3,"$85,000,000 (estimated)","$158,964,610",9188.0,2006.0,1.0
5009,0491747,Away from Her,2006,7.5,"CA$4,000,000 (estimated)","$9,194,283",9203.0,2006.0,3.0
5010,0393735,The Shaggy Dog,2006,4.4,"$50,000,000 (estimated)","$87,134,280",9237.0,2006.0,2.0
5011,0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,"$72,500,000 (estimated)","$163,362,095",9272.0,2006.0,2.0
5012,0427229,Failure to Launch,2006,5.6,"$50,000,000 (estimated)","$130,224,158",9277.0,2006.0,1.0
5013,0469641,World Trade Center,2006,6.0,"$65,000,000 (estimated)","$163,247,198",9296.0,2006.0,2.0
5014,0450121,Red Like the Sky,2006,7.7,"$65,000,000 (estimated)","$163,247,198",9471.0,2006.0,1.0
5015,0327084,Over the Hedge,2006,6.7,"$80,000,000 (estimated)","$339,795,890",9472.0,2006.0,3.0
5016,0479143,Rocky Balboa,2006,7.1,"$24,000,000 (estimated)","$155,929,020",9724.0,2006.0,1.0
5017,0462329,The Hard Corps,2006,5.2,"$24,000,000 (estimated)","$155,929,020",9742.0,2006.0,3.0
5018,0458471,Second in Command,2006,4.9,"$24,000,000 (estimated)","$155,929,020",9744.0,2006.0,0.0
5019,0417056,Pledge This!,2006,1.6,"$8,300,000 (estimated)","$1,751,490",9783.0,2006.0,3.0
5020,0453467,Deja Vu,2006,7.1,"$75,000,000 (estimated)","$180,557,550",10035.0,2006.0,1.0
5023,0489244,Night of the Living Dead 3D,2006,3.1,"$750,000 (estimated)","$1,657,729",10209.0,2006.0,3.0
5024,0397313,Eight Below,2006,7.3,"$40,000,000 (estimated)","$120,455,994",10268.0,2006.0,0.0
5025,0465624,My Super Ex-Girlfriend,2006,5.2,"$30,000,000 (estimated)","$61,108,981",10284.0,2006.0,3.0
5027,0470055,Open Water 2: Adrift,2006,5.2,"€1,200,000 (estimated)","$6,816,129",10573.0,2006.0,3.0
5028,0419946,The Marine,2006,4.7,"$20,000,000 (estimated)","$22,165,608",10578.0,2006.0,3.0
5029,1028528,Death Proof,2007,7.0,"$20,000,000 (estimated)","$22,165,608",7.0,2007.0,3.0
5031,0467406,Juno,2007,7.5,"$7,500,000 (estimated)","$232,372,681",9.0,2007.0,3.0
5032,0435705,Next,2007,6.2,"$70,000,000 (estimated)","$77,621,983",11.0,2007.0,2.0
5033,0758771,Outlaw,2007,5.7,"£2,500,000 (estimated)","$3,345,818",12.0,2007.0,1.0
5034,0382932,Ratatouille,2007,8.1,"$150,000,000 (estimated)","$623,726,085",14.0,2007.0,1.0
5035,0432021,Resident Evil: Extinction,2007,6.2,"$45,000,000 (estimated)","$147,717,833",17.0,2007.0,3.0
5036,0476964,The Brave One,2007,6.7,"$70,000,000 (estimated)","$69,787,394",20.0,2007.0,3.0
5037,0756683,The Man from Earth,2007,7.9,"$70,000,000 (estimated)","$69,787,394",25.0,2007.0,1.0
5038,0413267,Shrek the Third,2007,6.1,"$160,000,000 (estimated)","$813,367,380",26.0,2007.0,3.0
5039,0477071,Premonition,2007,5.9,"$20,000,000 (estimated)","$84,297,309",27.0,2007.0,3.0
5040,1077258,Planet Terror,2007,7.1,"$20,000,000 (estimated)","$84,297,309",29.0,2007.0,3.0
5041,0411061,88 Minutes,2007,5.9,"$30,000,000 (estimated)","$32,593,385",30.0,2007.0,1.0
5042,0825232,The Bucket List,2007,7.4,"$45,000,000 (estimated)","$175,372,502",103.0,2007.0,1.0
5044,0449088,Pirates of the Caribbean: At World's End,2007,7.1,"$300,000,000 (estimated)","$961,691,209",169.0,2007.0,3.0
5045,0469494,There Will Be Blood,2007,8.2,"$25,000,000 (estimated)","$76,182,388",177.0,2007.0,0.0
5046,0478311,Knocked Up,2007,6.9,"$30,000,000 (estimated)","$219,922,417",180.0,2007.0,3.0
5047,0845046,Son of Rambow,2007,7.0,"£4,000,000 (estimated)","$10,871,449",240.0,2007.0,1.0
5048,0808417,Persepolis,2007,8.0,"$7,300,000 (estimated)","$22,783,978",295.0,2007.0,3.0
5049,0861739,Elite Squad,2007,8.0,"$4,000,000 (estimated)","$14,759,148",312.0,2007.0,3.0
5050,0758758,Into the Wild,2007,8.1,"$15,000,000 (estimated)","$56,675,895",313.0,2007.0,1.0
5051,0481141,No Reservations,2007,6.3,"$28,000,000 (estimated)","$92,601,050",327.0,2007.0,3.0
5052,0486655,Stardust,2007,7.6,"$70,000,000 (estimated)","$137,515,140",335.0,2007.0,3.0
5053,0425112,Hot Fuzz,2007,7.8,"£8,000,000 (estimated)","$80,743,363",351.0,2007.0,1.0
5054,0373889,Harry Potter and the Order of the Phoenix,2007,7.5,"$150,000,000 (estimated)","$942,278,045",373.0,2007.0,3.0
5056,0486583,Fred Claus,2007,5.6,"$100,000,000 (estimated)","$97,838,349",410.0,2007.0,1.0
5057,0462538,The Simpsons Movie,2007,7.3,"$75,000,000 (estimated)","$536,414,293",417.0,2007.0,3.0
5059,0418279,Transformers,2007,7.0,"$150,000,000 (estimated)","$709,709,780",422.0,2007.0,3.0
5060,0455805,Then She Found Me,2007,5.9,"$3,500,000 (estimated)","$8,443,998",462.0,2007.0,3.0
5061,0496806,Ocean's Thirteen,2007,6.9,"$85,000,000 (estimated)","$311,312,624",476.0,2007.0,1.0
5062,0486822,Disturbia,2007,6.8,"$20,000,000 (estimated)","$118,114,220",479.0,2007.0,3.0
5063,0385752,The Golden Compass,2007,6.1,"$180,000,000 (estimated)","$372,234,864",487.0,2007.0,3.0
5066,0452702,Vacancy,2007,6.2,"$19,000,000 (estimated)","$35,442,935",546.0,2007.0,0.0
5067,0480249,I Am Legend,2007,7.2,"$150,000,000 (estimated)","$585,410,052",549.0,2007.0,3.0
5068,0448134,Sunshine,2007,7.2,"£26,000,000 (estimated)","$34,806,812",585.0,2007.0,1.0
5069,0838221,The Darjeeling Limited,2007,7.2,"$16,000,000 (estimated)","$35,310,019",600.0,2007.0,1.0
5070,0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,"$50,000,000 (estimated)","$153,383,627",630.0,2007.0,1.0
5071,1179904,Paranormal Activity,2007,6.3,"$15,000 (estimated)","$193,355,800",667.0,2007.0,3.0
5072,0829482,Superbad,2007,7.6,"$20,000,000 (estimated)","$170,812,526",651.0,2007.0,3.0
5073,0419887,The Kite Runner,2007,7.6,"$20,000,000 (estimated)","$75,011,029",652.0,2007.0,0.0
5074,0477348,No Country for Old Men,2007,8.2,"$25,000,000 (estimated)","$171,627,434",686.0,2007.0,3.0
5075,0416508,Becoming Jane,2007,7.0,"$16,500,000 (estimated)","$37,311,672",738.0,2007.0,3.0
5076,0473308,Waitress,2007,7.0,"$1,500,000 (estimated)","$22,240,529",755.0,2007.0,3.0
5078,0431308,P.S. I Love You,2007,7.0,"$30,000,000 (estimated)","$156,846,321",766.0,2007.0,3.0
5079,0461770,Enchanted,2007,7.1,"$85,000,000 (estimated)","$340,487,836",777.0,2007.0,3.0
5080,0337978,Live Free or Die Hard,2007,7.1,"$110,000,000 (estimated)","$388,156,011",842.0,2007.0,1.0
5081,0381849,3:10 to Yuma,2007,7.7,"$55,000,000 (estimated)","$70,016,220",843.0,2007.0,0.0
5084,0783233,Atonement,2007,7.8,"$30,000,000 (estimated)","$131,016,624",949.0,2007.0,3.0
5085,0848557,Diary of the Dead,2007,5.5,"$2,000,000 (estimated)","$5,540,941",964.0,2007.0,3.0
5087,0423977,Charlie Bartlett,2007,6.9,"$12,000,000 (estimated)","$5,254,986",1008.0,2007.0,2.0
5088,0496436,White Noise 2: The Light,2007,5.7,"$10,000,000 (estimated)","$8,526,917",1045.0,2007.0,1.0
5092,0283503,Brooklyn Rules,2007,6.3,"$8,000,000 (estimated)","$458,232",1578.0,2007.0,3.0
5093,0822854,Shooter,2007,7.1,"$61,000,000 (estimated)","$95,696,996",1184.0,2007.0,1.0
5095,0465494,Hitman,2007,6.2,"$24,000,000 (estimated)","$101,276,318",1283.0,2007.0,0.0
5096,0464141,The Orphanage,2007,7.4,"€3,400,000 (estimated)","$78,638,987",1285.0,2007.0,3.0
5097,0496328,Itty Bitty Titty Committee,2007,5.4,"$1,000,000 (estimated)","$33,723",1115.0,2007.0,3.0
5098,0925230,Cocalero,2007,7.0,"$1,000,000 (estimated)","$33,723",1439.0,2007.0,3.0
5100,0427470,The Lookout,2007,7.0,"$16,000,000 (estimated)","$5,371,181",1167.0,2007.0,3.0
5101,0810868,Free Rainer,2007,6.7,"€2,000,000 (estimated)","$1,945,355",1524.0,2007.0,2.0
5102,0795368,Death at a Funeral,2007,7.3,"$9,000,000 (estimated)","$46,789,413",1522.0,2007.0,3.0
5112,1032846,"4 Months, 3 Weeks and 2 Days",2007,7.9,"€590,000 (estimated)","$10,174,839",1806.0,2007.0,3.0
5113,0758732,Beaufort,2007,6.7,"$2,500,000 (estimated)","$271,340",1808.0,2007.0,0.0
5114,0964587,St. Trinian's,2007,5.8,"£7,000,000 (estimated)","$29,066,681",1840.0,2007.0,3.0
5116,0465538,Michael Clayton,2007,7.2,"$25,000,000 (estimated)","$92,991,835",1889.0,2007.0,2.0
5117,0887745,How About You,2007,6.6,"$9,000,000 (estimated)","$802,321",1899.0,2007.0,3.0
5118,0457419,Mr. Magorium's Wonder Emporium,2007,6.2,"$65,000,000 (estimated)","$69,474,661",1903.0,2007.0,0.0
5120,0983213,5 Centimeters per Second,2007,7.5,"$5,000,000 (estimated)","$493,937",1939.0,2007.0,1.0
5121,0396555,Meet the Robinsons,2007,6.8,"$150,000,000 (estimated)","$169,333,034",1945.0,2007.0,1.0
5122,0472205,Watching the Detectives,2007,6.2,"$2,000,000 (estimated)","$15,006",2111.0,2007.0,1.0
5123,0389722,30 Days of Night,2007,6.6,"$30,000,000 (estimated)","$75,513,170",2130.0,2007.0,2.0
5124,0463854,28 Weeks Later,2007,6.9,"$15,000,000 (estimated)","$65,048,678",2131.0,2007.0,3.0
5125,0857191,The Visitor,2007,7.6,"$4,000,000 (estimated)","$18,197,518",2147.0,2007.0,3.0
5126,0758766,Music and Lyrics,2007,6.5,"$40,000,000 (estimated)","$145,896,422",2170.0,2007.0,3.0
5127,0848542,Arranged,2007,7.3,"$120,000 (estimated)","$199,891",2248.0,2007.0,3.0
5129,0388182,King of California,2007,6.6,"$10,000,000 (estimated)","$1,045,786",2341.0,2007.0,1.0
5130,0780607,The Signal,2007,6.0,"$50,000 (estimated)","$1,040,386",2364.0,2007.0,2.0
5131,0452623,Gone Baby Gone,2007,7.6,"$19,000,000 (estimated)","$34,612,443",2371.0,2007.0,3.0
