,imdbid,title,year,rating,estimated budget,world gross
2012,0085809,Koyaanisqatsi,1982,8.2,"$1,723,872","$1,723,872"
2013,0083642,The Best Little Whorehouse in Texas,1982,6.0,"$35,000,000 (estimated)","$69,701,637"
2014,0083833,Diner,1982,7.1,"$5,000,000 (estimated)","$14,099,953"
2015,0084516,Poltergeist,1982,7.3,"$10,700,000 (estimated)","$77,229,971"
2016,0083762,Countryman,1982,6.6,,
2017,0083972,Friday the 13th Part III,1982,5.6,"$2,300,000 (estimated)","$36,690,067"
2018,0082045,Banana Joe,1982,6.3,,
2019,0083967,Frances,1982,7.2,"$5,000,000","Dec 26, 1982"
2020,0083511,48 Hrs.,1982,6.9,"$12,000,000 (estimated)","$78,868,508"
2021,0084503,Pink Floyd: The Wall,1982,8.0,"£12,000,000 (estimated)","$22,265,763"
2022,0084234,The Last American Virgin,1982,6.3,"$5,829,781","$5,829,781"
2023,0083942,The Wind,1982,6.6,,
2024,0084855,The Verdict,1982,7.7,"$16,000,000 (estimated)","$53,993,738"
2025,0084602,Rocky III,1982,6.8,"$17,000,000 (estimated)","$125,052,686"
2026,0084725,The State of Things,1982,6.9,"$17,000,000 (estimated)","$125,052,686"
2027,0084777,Tenebrae,1982,7.0,,
2028,0084745,Swamp Thing,1982,5.3,,
2029,0084434,An Officer and a Gentleman,1982,7.0,"$7,500,000 (estimated)","$129,795,554"
2030,0083629,The Beast Within,1982,5.6,"$7,742,572","$7,742,572"
2031,4238858,The Fits,2015,6.6,"$166,425","$169,236"
2032,0082748,Pieces,1982,6.0,"$300,000 (estimated)","$2,032,311"
2033,0084335,Missing,1982,7.7,"$9,500,000 (estimated)","$14,000,000"
2034,0083908,Evil Under the Sun,1982,7.0,"$10,000,000 (estimated)","$6,110,804"
2035,0084637,The Scarlet Pimpernel,1982,7.6,,
2036,0082334,The Entity,1982,6.7,"$9,000,000 (estimated)","$13,277,558"
2037,0084865,Victor/Victoria,1982,7.6,"$28,215,453","$28,229,046"
2038,0084783,Tex,1982,6.4,"$7,400,000","$7,400,000"
2039,0084352,Monty Python Live at the Hollywood Bowl,1982,7.9,"$327,958","$327,958"
2040,0083686,The Party 2,1982,6.2,,
2041,0083987,Gandhi,1982,8.0,"$22,000,000 (estimated)","$52,767,889"
2042,0083824,Deux heures moins le quart avant Jésus-Christ,1982,5.8,,
2043,0082911,Piratensender Power Play,1982,5.0,,
2044,0086340,Sorceress,1982,4.4,,
2045,0084917,The World According to Garp,1982,7.1,"$17,000,000 (estimated)","$29,712,172"
2046,0084690,Six Pack,1982,5.9,"$20,225,989","$20,225,989"
2047,0086312,Silkwood,1983,7.1,"$10,000,000 (estimated)","$35,615,609"
2048,0085333,Christine,1983,6.7,"$9,700,000 (estimated)","$21,017,849"
2049,0086190,Star Wars: Episode VI - Return of the Jedi,1983,8.3,"$32,500,000 (estimated)","$475,106,177"
2050,0085478,Educating Rita,1983,7.2,"$14,648,076","$14,648,076"
2051,0086465,Trading Places,1983,7.5,"$15,000,000 (estimated)","$90,404,800"
2052,0085701,The Hunger,1983,6.6,"$5,979,292","$5,988,322"
2053,0084390,The Ballad of Narayama,1983,7.8,,
2054,0086618,Yellowbeard,1983,5.9,"$6,500,000 (estimated)","$4,300,000"
2055,0085276,Breathless,1983,5.9,"$7,500,000 (estimated)","$19,910,002"
2056,0086216,Rumble Fish,1983,7.1,"$10,000,000 (estimated)","$2,494,480"
2057,0085482,El Norte,1983,7.7,"$27,920","$27,920"
2058,0085496,Dark Habits,1983,6.5,,
2059,0085859,Local Hero,1983,7.3,"£3,000,000 (estimated)","$5,901,632"
2060,0085267,Born in Flames,1983,6.5,,
2061,0085838,Lianna,1983,6.9,"$300,000 (estimated)","$1,530,839"
2062,0086567,WarGames,1983,7.1,"$12,000,000 (estimated)","$79,567,667"
2063,0086541,Videodrome,1983,7.2,"$5,952,000 (estimated)","$2,120,439"
2064,0085549,Flashdance,1983,6.2,"$7,500,000 (estimated)","$92,921,203"
2065,0086393,Superman III,1983,5.0,"$39,000,000 (estimated)","$59,950,623"
2066,0086425,Terms of Endearment,1983,7.4,"$8,000,000 (estimated)","$108,423,749"
2067,0086425,Terms of Endearment,1983,7.4,"$8,000,000 (estimated)","$108,423,749"
2068,0085601,Go for It,1983,7.1,,
2069,0085894,The Man with Two Brains,1983,6.4,"$10,353,438","$10,353,438"
2070,0224005,God's Crooked Lines,1983,5.4,,
2071,0085672,Hercules,1983,4.0,"$2,500,000 (estimated)","$10,676,194"
2072,0086250,Scarface,1983,8.3,"$25,000,000 (estimated)","$65,884,703"
2073,0085407,The Dead Zone,1983,7.2,"$10,000,000 (estimated)","$20,766,616"
2074,0085334,A Christmas Story,1983,7.9,"$3,300,000 (estimated)","$20,791,649"
2075,0085933,Merry Christmas Mr. Lawrence,1983,7.2,"$2,306,560","$2,306,560"
2076,0085811,Krull,1983,6.1,"$47,000,000 (estimated)","$16,916,617"
2077,0085936,Mickey's Christmas Carol,1983,8.0,"$47,000,000 (estimated)","$16,916,617"
2078,0086034,Octopussy,1983,6.5,"$27,500,000 (estimated)","$67,917,094"
2079,0085959,The Meaning of Life,1983,7.5,"$9,000,000 (estimated)","$14,949,697"
2080,0086543,The 4th Man,1983,7.2,,
2081,0085750,Jaws 3-D,1983,3.7,"$20,500,000 (estimated)","$87,987,055"
2082,0084358,Deadly Circuit,1983,7.0,,
2083,0086104,El pico,1983,6.8,,
2084,0086066,The Outsiders,1983,7.0,"$10,000,000 (estimated)","$25,839,182"
2085,0086619,Yentl,1983,6.6,"$12,000,000 (estimated)","$40,218,899"
2086,0085382,Cujo,1983,6.1,"$5,000,000 (estimated)","$21,156,152"
2087,0085218,Barefoot Gen,1983,8.0,,
2088,0086373,Strange Brew,1983,6.6,"$4,000,000 (estimated)","$8,571,374"
2089,0087127,Deathstalker,1983,4.6,"$457,000 (estimated)","$11,919,250"
2090,0084904,Wild Style,1982,7.0,"$457,000 (estimated)","$11,919,250"
2091,0085231,The Best Christmas Pageant Ever,1983,7.2,,
2092,0086589,Suburbia,1983,6.9,,
2093,0086200,Risky Business,1983,6.8,"$6,200,000 (estimated)","$63,541,777"
2094,0086510,Under Fire,1983,7.0,"$9,500,000 (estimated)","$5,696,391"
2095,0086394,Die Supernasen,1983,4.6,,
2096,0085250,Women's Prison Massacre,1983,4.6,,
2097,0086551,Confidentially Yours,1983,7.2,$509,$509
2098,0086542,Life Is a Bed of Roses,1983,6.3,,
2099,0087332,Ghostbusters,1984,7.8,"$30,000,000 (estimated)","$296,578,797"
2100,0087363,Gremlins,1984,7.3,"$11,000,000 (estimated)","$153,898,890"
2101,0087078,Conan the Destroyer,1984,5.9,"$18,000,000 (estimated)","$31,042,035"
2102,0086992,The Bostonians,1984,6.2,"$1,009,700","$1,009,700"
2103,0087544,Nausicaä of the Valley of the Wind,1984,8.0,"$1,000,000 (estimated)","$8,853,968"
2104,0087928,Police Academy,1984,6.7,"$4,500,000 (estimated)","$81,198,894"
2105,0086879,Amadeus,1984,8.4,"$18,000,000 (estimated)","$52,066,791"
2106,0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.2,"$6,254,148","$6,254,148"
2107,0087884,"Paris, Texas",1984,8.1,"£1,162,000 (estimated)","$2,208,837"
2108,0087469,Indiana Jones and the Temple of Doom,1984,7.5,"$28,000,000 (estimated)","$333,107,271"
2109,0088461,What Have I Done to Deserve This?,1984,7.1,,
2110,0088170,Star Trek III: The Search for Spock,1984,6.6,"$17,000,000 (estimated)","$76,471,046"
2111,0088247,The Terminator,1984,8.1,"$6,400,000 (estimated)","$78,371,200"
2112,0088128,Sixteen Candles,1984,7.0,"$6,500,000 (estimated)","$23,686,027"
2113,0087538,The Karate Kid,1984,7.3,"$8,000,000 (estimated)","$91,119,319"
2114,0087182,Dune,1984,6.3,"$40,000,000 (estimated)","$30,979,816"
2115,0088258,This Is Spinal Tap,1984,7.9,"$2,500,000 (estimated)","$4,736,202"
2116,0086960,Beverly Hills Cop,1984,7.3,"$13,000,000 (estimated)","$316,360,478"
2117,0088206,Supergirl,1984,4.4,"$35,000,000 (estimated)","$14,296,438"
2118,0088146,A Soldier's Story,1984,7.2,"$6,000,000 (estimated)","$21,821,347"
2119,0086739,The Jewel in the Crown,1984,8.3,,
2120,0086973,Blame It on Rio,1984,5.8,"$18,644,570","$18,644,570"
2121,0087644,Love Streams,1984,7.7,"$18,644,570","$18,644,570"
2122,0087799,Night of the Comet,1984,6.3,"$700,000 (estimated)","$14,418,922"
2123,0089838,A Private Function,1984,6.5,"$2,527,088","$2,527,088"
2124,0088161,Splash,1984,6.3,"$11,000,000 (estimated)","$69,821,334"
2125,0087781,The Natural,1984,7.4,"$28,000,000 (estimated)","$47,951,979"
2126,0135033,Poison for the Fairies,1986,7.3,,
2127,0088323,The NeverEnding Story,1984,7.3,"$27,000,000 (estimated)","$20,284,984"
2128,0087800,A Nightmare on Elm Street,1984,7.4,"$1,800,000 (estimated)","$25,685,134"
2129,0087957,Purple Rain,1984,6.5,"$7,000,000 (estimated)","$70,263,155"
2130,0087995,Repo Man,1984,6.9,"$1,500,000 (estimated)","$129,000"
2131,0087814,Nothing Left to Do but Cry,1984,7.6,,
2132,0087951,Protocol,1984,5.4,"$12,000,000 (estimated)","$26,186,631"
2133,0086837,2010: The Year We Make Contact,1984,6.7,"$28,000,000 (estimated)","$40,400,657"
2134,0087597,The Last Starfighter,1984,6.7,"$15,000,000 (estimated)","$28,733,290"
2135,0087755,The Muppets Take Manhattan,1984,6.8,"$25,534,703","$25,534,703"
2136,0088286,Top Secret!,1984,7.2,"$9,000,000 (estimated)","$20,458,340"
2137,0087892,A Passage to India,1984,7.3,"$16,000,000 (estimated)","$27,201,487"
2138,0086984,Body Double,1984,6.8,"$10,000,000 (estimated)","$8,801,940"
2139,0087298,Friday the 13th: The Final Chapter,1984,6.0,"$2,600,000 (estimated)","$32,980,880"
2140,0088075,Secret Places,1984,6.9,,
2141,0086979,Blood Simple,1984,7.6,"$1,500,000 (estimated)","$4,229,114"
2142,0088000,Revenge of the Nerds,1984,6.6,"$8,000,000 (estimated)","$40,874,452"
2143,0086904,Another Country,1984,7.0,,
2144,0088172,Starman,1984,7.0,"$22,000,000 (estimated)","$28,744,356"
2145,0087050,Children of the Corn,1984,5.6,"$800,000 (estimated)","$14,568,989"
2146,0090192,Trancers,1984,6.0,"$800,000 (estimated)","$14,568,989"
2147,0087843,Once Upon a Time in America,1984,8.3,"$30,000,000 (estimated)","$5,474,090"
2148,0086927,Bachelor Party,1984,6.3,"$5,000,000 (estimated)","$38,435,947"
2149,0087507,Johnny Dangerously,1984,6.5,"$9,000,000 (estimated)","$17,124,395"
2150,0087344,Godzilla 1985,1985,6.1,"$2,000,000 (estimated)","$4,116,395"
2151,0088117,"Silent Night, Deadly Night",1984,5.8,"$1,065,000 (estimated)","$2,491,460"
2152,0088040,The Holy Innocents,1984,8.1,,
2153,0087910,The Philadelphia Experiment,1984,6.1,"$6,400,000 (estimated)","$8,103,330"
2154,0087451,The Ice Pirates,1984,5.6,"$9,000,000 (estimated)","$14,255,801"
2155,0086955,Best Defense,1984,3.8,"$18,000,000 (estimated)","$19,265,302"
2156,0086896,Angel,1983,5.8,"$1,300,000 (estimated)","$17,488,564"
2157,0087981,Razorback,1984,6.0,"A$5,500,000 (estimated)","$150,463"
2158,0087913,El pico 2,1984,6.3,,
2159,0087803,1984,1984,7.1,"£3,000,000 (estimated)","$8,430,492"
2160,0088011,Romancing the Stone,1984,6.9,"$10,000,000 (estimated)","$86,572,238"
2161,0087472,The Initiation,1984,5.6,,
2162,0086873,All of Me,1984,6.7,"$36,403,064","$36,403,064"
2163,0088001,Rhinestone,1984,3.9,"$28,000,000 (estimated)","$21,435,321"
2164,0087015,C.H.U.D.,1984,5.6,"$1,250,000 (estimated)","$4,654,423"
2165,0087681,Marche à l'ombre,1984,6.6,,
2166,0088459,Zwei Nasen tanken Super,1984,4.4,,
2167,0088379,The Warrior and the Sorceress,1984,4.2,"$2,886,225","$2,886,225"
2168,0090009,She,1984,4.8,,
2169,0085486,Emmanuelle IV,1984,3.4,,
2170,0087481,Double Trouble,1984,7.1,,
2171,0088763,Back to the Future,1985,8.5,"$19,000,000 (estimated)","$383,336,762"
2172,0088847,The Breakfast Club,1985,7.8,"$1,000,000 (estimated)","$51,525,171"
2173,0089393,Just One of the Guys,1985,6.5,"$11,528,900","$11,528,900"
2174,0089893,Red Sonja,1985,5.1,"$17,900,000 (estimated)","$6,951,415"
2175,0089748,When Father Was Away on Business,1985,7.7,"$16,131","$34,751"
2176,0090305,Weird Science,1985,6.6,"$7,500,000 (estimated)","$38,934,048"
2177,0089822,Police Academy 2: Their First Assignment,1985,5.7,"$7,600,000 (estimated)","$55,600,000"
2178,0088683,Agnes of God,1985,6.6,"$10,000,000 (estimated)","$25,627,836"
2179,0380761,Let Him Rest in Peace,1985,6.5,,
2180,0089208,Girls Just Want to Have Fun,1985,5.9,"$6,326,051","$6,326,051"
2181,0088846,Brazil,1985,7.9,"$15,000,000 (estimated)","$9,949,953"
2182,0088727,Anne of Green Gables,1985,8.5,,
2183,0089960,Vagabond,1985,7.7,,
2184,0088939,The Color Purple,1985,7.7,"$15,000,000 (estimated)","$98,467,863"
2185,0089886,Real Genius,1985,6.9,"$8,000,000 (estimated)","$12,952,019"
2186,0090319,White Nights,1985,6.6,"$20,000,000 (estimated)","$42,160,849"
2187,0088930,Clue,1985,7.2,"$15,000,000 (estimated)","$14,643,997"
2188,0089457,Ladyhawke,1985,6.9,"$20,000,000 (estimated)","$18,432,000"
2189,0091867,A Room with a View,1985,7.2,"$3,000,000 (estimated)","$21,041,453"
2190,0087150,Dim Sum: A Little Bit of Heart,1985,6.5,,
2191,0089017,Desperately Seeking Susan,1985,6.1,"$4,500,000 (estimated)","$27,399,107"
2192,0087433,Yellow Earth,1984,7.1,,
2193,0090203,The Trip to Bountiful,1985,7.4,"$7,491,903","$7,491,903"
2194,0089155,Fletch,1985,6.9,"$8,000,000 (estimated)","$59,612,888"
2195,0088814,The Black Cauldron,1985,6.3,"$44,000,000 (estimated)","$21,288,692"
2196,0089092,Enemy Mine,1985,6.8,"$40,000,000 (estimated)","$12,303,411"
2197,0089126,Fandango,1985,6.7,"$7,000,000 (estimated)","$91,666"
2198,0089371,Mr. Vampire,1985,7.3,"$7,000,000 (estimated)","$91,666"
2199,0089881,Ran,1985,8.2,"$11,500,000 (estimated)","$4,164,283"
2200,0088748,Asterix Versus Caesar,1985,6.8,,
2201,0088944,Commando,1985,6.7,"$10,000,000 (estimated)","$57,491,000"
2202,0090310,Wetherby,1985,6.5,"$1,299,985","$1,299,985"
2203,0089908,Return to Oz,1985,6.7,"$25,000,000 (estimated)","$11,137,801"
2204,0089218,The Goonies,1985,7.7,"$19,000,000 (estimated)","$64,499,270"
2205,0088794,Better Off Dead...,1985,7.1,"$10,297,601","$10,297,601"
2206,0090065,Starchaser: The Legend of Orin,1985,6.5,"$15,000,000 (estimated)","$3,360,800"
2207,0089015,Desert Hearts,1985,7.1,"$1,250,000 (estimated)","$2,492,088"
2208,0088915,A Chorus Line,1985,6.2,"$27,000,000 (estimated)","$14,202,899"
2209,0090110,Sweet Dreams,1985,7.0,"$9,085,049","$9,085,049"
2210,0088993,Day of the Dead,1985,7.1,"$3,500,000 (estimated)","$5,000,000"
2211,0088680,After Hours,1985,7.6,"$4,500,000 (estimated)","$10,609,321"
2212,0089469,Legend,1985,6.3,"$24,500,000 (estimated)","$15,502,112"
2213,0088885,The Care Bears Movie,1985,5.6,"$2,000,000 (estimated)","$22,934,622"
2214,0089066,Detective,1985,5.7,,
2215,0088771,Barbarian Queen,1985,4.1,,
2216,0087909,Phenomena,1985,6.7,,
2217,0089276,The Official Story,1985,7.7,"$29,426","$69,832"
2218,0091578,My Beautiful Laundrette,1985,6.8,"£650,000 (estimated)","$2,460,977"
2219,0089853,The Purple Rose of Cairo,1985,7.7,"$15,000,000 (estimated)","$10,631,333"
2220,0090103,The Sure Thing,1985,7.0,"$4,500,000 (estimated)","$18,135,531"
2221,0089173,Friday the 13th: A New Beginning,1985,4.7,"$2,200,000 (estimated)","$21,930,418"
2222,0089885,Re-Animator,1985,7.2,"$900,000 (estimated)","$2,023,414"
2223,0090056,Spies Like Us,1985,6.4,"$22,000,000 (estimated)","$60,106,536"
2224,0090329,Witness,1985,7.4,"$12,000,000 (estimated)","$68,706,993"
2225,0089470,The Legend of Billie Jean,1985,6.6,"$3,099,497","$3,099,497"
2226,0092048,Tampopo,1985,7.9,"$224,097","$444,213"
2227,0089175,Fright Night,1985,7.0,"$9,000,000 (estimated)","$24,922,237"
2228,0089686,A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.4,"$3,000,000 (estimated)","$29,999,213"
2229,0089755,Out of Africa,1985,7.1,"$31,000,000 (estimated)","$227,514,205"
2230,0091251,Come and See,1985,8.4,"$71,909","$20,929,648"
2231,0090264,A View to a Kill,1985,6.3,"$30,000,000 (estimated)","$50,337,532"
2232,0089869,The Quiet Earth,1985,6.7,"$1,000,000 (estimated)","$2,123,135"
2233,0089424,Kiss of the Spider Woman,1985,7.3,"$17,005,229","$17,009,654"
2234,0089880,Rambo: First Blood Part II,1985,6.5,"$44,000,000 (estimated)","$300,400,432"
2235,0089052,Dreamchild,1985,6.7,"£4,000,000 (estimated)","$1,215,923"
2236,0089927,Rocky IV,1985,6.9,"$30,000,000 (estimated)","$300,473,716"
2237,0208502,Angel's Egg,1985,7.6,,
2238,0089153,Flesh+Blood,1985,6.7,,
2239,0089206,Kenji Miyazawa's Night on the Galactic Railroad,1985,7.0,,
2240,0199849,Ninja Terminator,1986,4.4,,
2241,5739786,La Negrita: the Miracle of Our Lady of Los Angeles,1985,,,
2242,0089108,Waiting for the Hearse,1985,8.0,,
2243,0089308,Howling II: ... Your Sister Is a Werewolf,1985,3.7,,
2244,2292794,Bebukottak,1985,8.0,,
2245,0137226,The Treasure of Swamp Castle,1985,7.9,,
2246,0089791,Pee-wee's Big Adventure,1985,7.0,"$6,000,000 (estimated)","$41,047,344"
2247,0088167,Les spécialistes,1985,6.4,,
2248,0089461,The Last Dragon,1985,6.8,"$10,000,000 (estimated)","$25,754,284"
2249,0090142,Teen Wolf,1985,6.1,"$33,086,611","$33,086,611"
2250,0089767,Pale Rider,1985,7.3,"$6,900,000 (estimated)","$41,410,568"
2251,0471287,Ocean Drive Weekend,1985,5.5,,
2252,0155180,Sindhu Bhairavi,1985,7.7,,
2253,0089077,Die Einsteiger,1985,5.1,,
2254,0089606,My Life as a Dog,1985,7.6,"$8,345,266","$8,349,284"
2255,0091949,Short Circuit,1986,6.6,"$15,000,000 (estimated)","$40,697,761"
2256,0091042,Ferris Bueller's Day Off,1986,7.8,"$6,000,000 (estimated)","$70,721,498"
2257,0091369,Labyrinth,1986,7.3,"$25,000,000 (estimated)","$13,915,874"
2258,0090605,Aliens,1986,8.4,"$18,500,000 (estimated)","$131,060,248"
2259,0092067,Castle in the Sky,1986,8.0,"$3,300,000 (estimated)","$6,113,144"
2260,0091777,Police Academy 3: Back in Training,1986,5.3,"$7,500,000 (estimated)","$43,579,163"
2261,0092005,Stand by Me,1986,8.1,"$8,000,000 (estimated)","$52,287,414"
2262,0091167,Hannah and Her Sisters,1986,7.8,"$6,400,000 (estimated)","$40,084,041"
2263,0091203,Highlander,1986,7.1,"$16,000,000 (estimated)","$5,900,712"
2264,0091341,Kin-dza-dza!,1986,7.9,"$16,000,000 (estimated)","$5,900,712"
2265,0090848,The Clan of the Cave Bear,1986,5.4,"$15,000,000 (estimated)","$1,953,732"
2266,0092099,Top Gun,1986,6.9,"$15,000,000 (estimated)","$357,288,178"
2267,0091306,Jumpin' Jack Flash,1986,5.9,"$29,844,101","$29,844,101"
2268,0091419,Little Shop of Horrors,1986,7.1,"$25,000,000 (estimated)","$39,032,786"
2269,0091738,Peggy Sue Got Married,1986,6.4,"$18,000,000 (estimated)","$41,382,841"
2270,0090728,Big Trouble in Little China,1986,7.2,"$25,000,000 (estimated)","$11,100,577"
2271,0091541,The Money Pit,1986,6.4,"$18,500,000 (estimated)","$54,999,651"
2272,0090660,Armed and Dangerous,1986,5.7,"$12,000,000 (estimated)","$15,945,534"
2273,0090633,An American Tail,1986,6.9,"$47,483,002","$84,542,002"
2274,0092007,Star Trek IV: The Voyage Home,1986,7.3,"$25,000,000 (estimated)","$109,713,132"
2275,0091993,SpaceCamp,1986,5.7,"$18,000,000 (estimated)","$9,697,739"
2276,0090756,Blue Velvet,1986,7.7,"$6,000,000 (estimated)","$8,618,766"
2277,0090315,When the Wind Blows,1986,7.7,"$5,274","$5,274"
2278,0091064,The Fly,1986,7.6,"$15,000,000 (estimated)","$60,629,159"
2279,0097050,The Adventures of Milo and Otis,1986,6.9,"$13,299,749","$13,299,749"
2280,0090556,"'night, Mother",1986,7.6,"$3,000,000 (estimated)","$441,863"
2281,0090967,Down by Law,1986,7.7,"$1,100,000 (estimated)","$1,529,199"
2282,0091794,Project A-Ko,1986,6.9,,
2283,0091763,Platoon,1986,8.1,"$6,000,000 (estimated)","$138,545,632"
2284,0090555,Crocodile Dundee,1986,6.6,"$8,800,000 (estimated)","$328,203,506"
2285,0091149,The Great Mouse Detective,1986,7.1,"$14,000,000 (estimated)","$38,625,550"
2286,0092106,The Transformers: The Movie,1986,7.2,"$6,000,000 (estimated)","$5,860,601"
2287,0091790,Pretty in Pink,1986,6.7,"$9,000,000 (estimated)","$40,479,480"
2288,0089297,Hour of the Star,1985,7.3,,
2289,0091059,Flight of the Navigator,1986,6.9,"$9,000,000 (estimated)","$18,564,613"
2290,0091721,The Parent Trap II,1986,6.0,,
2291,0090685,Back to School,1986,6.6,"$11,000,000 (estimated)","$91,258,000"
2292,0091877,Ruthless People,1986,6.9,"$13,000,000 (estimated)","$71,624,879"
2293,0091225,Howard the Duck,1986,4.7,"$37,000,000 (estimated)","$37,962,774"
2294,0091499,Maximum Overdrive,1986,5.4,"$10,000,000 (estimated)","$7,433,663"
2295,0089118,F/X,1986,6.7,"$10,000,000 (estimated)","$20,603,715"
2296,0090667,Asterix in Britain,1986,7.1,,
2297,0090793,Captain EO,1986,6.3,,
2298,0092086,Three Amigos!,1986,6.5,"$25,000,000 (estimated)","$39,246,734"
2299,0091869,Rosa Luxemburg,1986,6.9,,
2300,0091474,Manhunter,1986,7.2,"$15,000,000 (estimated)","$8,622,412"
2301,0090805,Il caso Moro,1986,7.1,,
2302,0090952,Peking Opera Blues,1986,7.3,,
2303,0091326,The Karate Kid Part II,1986,6.1,"$115,103,979","$115,103,979"
2304,0090830,Children of a Lesser God,1986,7.2,"$10,500,000 (estimated)","$31,853,080"
2305,0090655,April Fool's Day,1986,6.1,"$5,000,000 (estimated)","$12,947,763"
2306,0091530,The Mission,1986,7.4,"$24,500,000 (estimated)","$17,502,499"
2307,0091083,From Beyond,1986,6.6,"$4,500,000 (estimated)","$1,261,000"
2308,0091605,The Name of the Rose,1986,7.7,"ITL 30,000,000,000 (estimated)","$7,153,487"
2309,0091472,The Manhattan Project,1986,6.1,"$18,000,000 (estimated)","$3,900,000"
2310,0091495,Matador,1986,7.0,"$279,394","$286,126"
2311,0091093,The Fugitives,1986,7.0,,
2312,0091757,Pirates,1986,6.0,"$40,000,000 (estimated)","$1,641,825"
2313,0090887,Critters,1986,6.1,"$2,000,000 (estimated)","$13,167,232"
2314,0090837,Chopping Mall,1986,5.6,"$2,000,000 (estimated)","$13,167,232"
2315,0090917,Deadly Friend,1986,5.5,"$8,988,731","$8,988,731"
2316,0179955,Cat City,1986,8.3,"$8,988,731","$8,988,731"
2317,0091355,The Terrorizers,1986,7.7,"$8,988,731","$8,988,731"
2318,0091939,She's Gotta Have It,1986,6.8,"$175,000 (estimated)","$7,137,502"
2319,0092133,Under the Cherry Moon,1986,5.0,"$10,090,429","$10,090,429"
2320,0092263,A Better Tomorrow,1986,7.4,"$10,090,429","$10,090,429"
2321,0090583,About Last Night,1986,6.2,"$8,500,000 (estimated)","$38,702,310"
2322,0090859,Cobra,1986,5.8,"$25,000,000 (estimated)","$49,042,224"
2323,0091278,Iron Eagle,1986,5.5,"$24,159,872","$24,159,872"
2324,0090927,The Delta Force,1986,5.6,"$12,000,000 (estimated)","$17,768,900"
2325,0089695,"No Retreat, No Surrender",1985,5.6,"$4,662,137","$4,662,137"
2326,0089010,The Defiant Ones,1986,6.0,,
2327,0091080,Friday the 13th Part VI: Jason Lives,1986,6.0,"$3,000,000 (estimated)","$19,472,525"
2328,0092076,The Texas Chainsaw Massacre 2,1986,5.6,"$4,700,000 (estimated)","$8,025,872"
2329,0090563,Betty Blue,1986,7.3,"$2,016,851","$2,016,851"
2330,0091065,Teenage Dream,1986,5.1,,
2331,0093105,"Good Morning, Vietnam",1987,7.3,"$13,000,000 (estimated)","$123,922,370"
2332,0092890,Dirty Dancing,1987,7.0,"$6,000,000 (estimated)","$214,577,242"
2333,0093779,The Princess Bride,1987,8.0,"$16,000,000 (estimated)","$30,902,869"
2334,0093870,RoboCop,1987,7.6,"$13,000,000 (estimated)","$53,425,389"
2335,0093756,Police Academy 4: Citizens on Patrol,1987,4.9,"$28,061,343","$28,061,343"
2336,0093058,Full Metal Jacket,1987,8.3,"$30,000,000 (estimated)","$46,358,827"
2337,0092603,Babette's Feast,1987,7.8,"$4,398,938","$4,637,920"
2338,0098675,The Wonderful Wizard of Oz,,7.5,,
2339,0093225,Housekeeping,1987,7.2,"$1,083,282","$1,083,282"
2340,0093693,Overboard,1987,6.9,"$22,000,000 (estimated)","$26,713,187"
2341,0093409,Lethal Weapon,1987,7.6,"$15,000,000 (estimated)","$120,207,127"
2342,0094012,Spaceballs,1987,7.1,"$22,700,000 (estimated)","$38,119,483"
2343,0093940,September,1987,6.5,"$10,000,000 (estimated)","$486,434"
2344,0094315,The Whales of August,1987,7.1,"$1,338,198","$1,338,198"
2345,0092644,Beverly Hills Cop II,1987,6.5,"$27,000,000 (estimated)","$299,965,036"
2346,0092581,Around the World in Eighty Ways,1988,6.3,,
2347,0094336,Withnail & I,1987,7.6,"$1,544,889","$1,704,053"
2348,0090570,84 Charing Cross Road,1987,7.4,"$1,083,486","$1,083,486"
2349,0093773,Predator,1987,7.8,"$15,000,000 (estimated)","$98,268,458"
2350,0093223,House of Games,1987,7.2,"$2,585,639","$2,585,639"
2351,0095801,Bagdad Cafe,1987,7.4,"$3,587,303","$3,731,829"
2352,0093239,I've Heard the Mermaids Singing,1987,6.7,"CA$362,000 (estimated)","$1,415,394"
2353,0093191,Wings of Desire,1987,8.0,"$3,333,969","$3,478,785"
2354,0094332,The Witches of Eastwick,1987,6.5,"$22,000,000 (estimated)","$63,766,510"
2355,0093146,Hard Ticket to Hawaii,1987,5.0,,
2356,0093818,Radio Days,1987,7.4,"$16,000,000 (estimated)","$14,792,779"
2357,0092563,Angel Heart,1987,7.2,"$17,000,000 (estimated)","$17,186,348"
2358,0092605,Baby Boom,1987,6.3,"$26,712,476","$26,712,476"
2359,0093512,Maurice,1987,7.7,"£1,577,000 (estimated)","$2,642,567"
2360,0095305,High Tide,1987,7.1,"£1,577,000 (estimated)","$2,642,567"
2361,0093011,Fatal Beauty,1987,5.4,"$12,046,526","$12,046,526"
2362,0093565,Moonstruck,1987,7.1,"$15,000,000 (estimated)","$80,642,217"
2363,0093748,"Planes, Trains & Automobiles",1987,7.6,"$15,000,000 (estimated)","$49,530,280"
2364,0093437,The Lost Boys,1987,7.2,"$8,500,000 (estimated)","$32,504,921"
2365,0093389,The Last Emperor,1987,7.7,"£23,000,000 (estimated)","$43,993,869"
2366,0313254,Barbie and the Rockers: Out of This World,1987,6.3,,
2367,0093177,Hellraiser,1987,6.9,"£1,000,000 (estimated)","$14,575,526"
