,title,id,imdbid,year,rating
2683,Closet Land,1429,0101597,1991,0
2684,Doc Hollywood,1089,0101745,1991,1
2685,Robin Hood: Prince of Thieves,1579,0102798,1991,3
2686,"Fisher King, The",1405,0101889,1991,3
2687,Toy Soldiers,1697,0103112,1991,0
2688,"Naked Gun 2 1/2: The Smell of Fear, The",1825,0102510,1991,1
2689,Slacker,1846,0102943,1991,3
2690,"Double Life of Veronique, The",2180,0101765,1991,3
2691,Salmonberries,2216,0102829,1991,3
2692,Barton Fink,2315,0101410,1991,1
2693,Black Robe,2326,0101465,1991,1
2694,&#39;Merci la vie&#39;,2408,0102436,1991,3
2695,Daughters of the Dust,2455,0104057,1991,3
2696,An American Tail: Fievel Goes West,2491,0101329,1991,3
2697,Don&#39;t Tell Mom the Babysitter&#39;s Dead,2637,0101757,1991,3
2698,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2740,0103060,1991,3
2699,Delirious,2785,0101701,1991,1
2700,Night on Earth,2846,0102536,1991,3
2701,Motorama,2857,0104922,1991,1
2702,Critters 3,2913,0101627,1991,3
2703,Rubin and Ed,3036,0102817,1991,0
2704,"Object of Beauty, The",3058,0102573,1991,3
2705,Bill &amp; Ted&#39;s Bogus Journey,3251,0101452,1991,1
2706,What About Bob?,3292,0103241,1991,2
2707,Hudson Hawk,3544,0102070,1991,3
2708,Hot Shots!,3563,0102059,1991,1
2709,Star Trek VI: The Undiscovered Country,3592,0102975,1991,2
2710,"Addams Family, The",3595,0101272,1991,3
2711,"Rocketeer, The",3987,0102803,1991,1
2712,Into The Woods,4241,0099851,1991,3
2713,"Last Boy Scout, The",4290,0102266,1991,3
2714,Neon City,4358,0104981,1991,3
2715,Life Stinks,4577,0102303,1991,0
2716,Defending Your Life,4631,0101698,1991,3
2717,L.A. Story,4666,0102250,1991,3
2718,Europa,4736,0101829,1991,0
2719,"Princess and the Goblin, The",4973,0107875,1991,3
2720,Lethal Games,5133,0100009,1991,3
2721,Madonna: Truth or Dare,5260,0102370,1991,3
2722,My Girl,5265,0102492,1991,3
2723,"Lovers on the Bridge, The",5332,0101318,1991,1
2724,Boyz n the Hood,5638,0101507,1991,2
2725,"Linguini Incident, The",5639,0102313,1991,3
2726,"Five Heartbeats, The",5814,0101891,1991,1
2727,Dick Tracy,5833,0099422,1991,1
2728,Freddy&#39;s Dead: The Final Nightmare,6028,0101917,1991,2
2729,Dragon Ball Z: Cooler&#39;s Revenge,6089,1125254,1991,0
2730,Nekromantik 2,6335,0102522,1991,1
2731,Soapdish,6371,0102951,1991,3
2732,Robin Hood,7146,0102797,1991,1
2733,"People Under the Stairs, The",7163,0105121,1991,3
2734,Hachi-gatsu no rapusodi,7172,0101991,1991,3
2735,Paprika,7235,0098063,1991,3
2736,JFK,7200,0102138,1991,3
2737,City Slickers,7365,0101587,1991,3
2738,Riff-Raff,7609,0100491,1991,0
2739,Frankie and Johnny,7632,0101912,1991,1
2740,My Own Private Idaho,7650,0102494,1991,1
2741,Oscar,7655,0102603,1991,2
2742,Cape Fear,7938,0101540,1991,3
2743,Mediterraneo,8062,0102426,1991,2
2744,Until the End of the World,9094,0101458,1991,3
2745,Samurai Cop,9322,0130236,1991,1
2746,Highlander II,9378,0102034,1991,1
2747,Deathstalker IV: Match of Titans,9517,0099388,1991,1
2748,Delta Force 3: The Killing Game,9533,0101702,1991,0
2749,Kickboxer 2: The Road Back,9548,0102202,1991,0
2750,Double Impact,9564,0101764,1991,1
2751,"Manta, Manta",9810,0102397,1991,3
2752,Child&#39;s Play 3,9847,0103956,1991,2
2753,Showdown in Little Tokyo,10117,0102915,1991,3
2754,"Commitments, The",10265,0101605,1991,3
2755,Eyes of an Angel,10474,0101844,1991,0
2756,Drop Dead Fred,10658,0101775,1991,3
2757,New Jack City,10733,0102526,1991,0
2758,Reservoir Dogs,18,0105236,1992,0
2759,Aladdin,98,0103639,1992,0
2760,Alien 3,296,0103644,1992,0
2761,Home Alone 2: Lost in New York,433,0104431,1992,3
2762,Glengarry Glen Ross,450,0104348,1992,0
2763,A Few Good Men,451,0104257,1992,1
2764,A League of Their Own,560,0104694,1992,3
2765,Buffy the Vampire Slayer,748,0103893,1992,3
2766,Bob Roberts,818,0103850,1992,1
2767,Batman Returns,1025,0103776,1992,0
2768,Gas Food Lodging,1345,0104321,1992,3
2769,Sister Act,1352,0105417,1992,3
2770,Army of Darkness,1276,0106308,1992,2
2771,"Muppet Christmas Carol, The",1101,0104940,1992,3
2772,"Mighty Ducks, The",1126,0104868,1992,1
2773,FernGully: The Last Rainforest,1157,0104254,1992,3
2774,Toys,1836,0105629,1992,3
2775,Full Contact,1867,0105851,1992,1
2776,Death Becomes Her,1869,0104070,1992,3
2777,Orlando,1877,0107756,1992,2
2778,El Mariachi,1886,0104815,1992,0
2779,My Cousin Vinny,1895,0104952,1992,1
2780,Enchanted April,2128,0101811,1992,3
2781,Passion Fish,2349,0105107,1992,3
2782,Howards End,2415,0104454,1992,3
2783,Twin Peaks: Fire Walk With Me,2432,0105665,1992,3
2784,Sarafina!,2457,0105316,1992,3
2785,Leaving Normal,2466,0104697,1992,3
2786,Single White Female,2504,0105414,1992,3
2787,This is My Life,2506,0105577,1992,3
2788,Newsies,2628,0104990,1992,1
2789,Straight Talk,2709,0105481,1992,3
2790,"Crying Game, The",3141,0104036,1992,2
2791,Porco Rosso (Kurenai no Buta),3414,0104652,1992,1
2792,King of Beggars,3556,0100963,1992,2
2793,"Player, The",3636,0105151,1992,3
2794,Scent of a Woman,3787,0105323,1992,1
2795,Baraka,3937,0103767,1992,0
2796,Dead Alive,4141,0103873,1992,3
2797,Malcolm X,4391,0104797,1992,3
2798,Wayne&#39;s World,4731,0105793,1992,1
2799,Stop! Or My Mom Will Shoot,4779,0105477,1992,2
2800,Chaplin,4782,0103939,1992,1
2801,"Cutting Edge, The",4839,0104040,1992,3
2802,Ladybugs,4837,0104670,1992,3
2803,Como agua para chocolate,4838,0103994,1992,3
2804,Husbands and Wives,4903,0104466,1992,3
2805,Basic Instinct,4940,0103772,1992,1
2806,Dracula,4947,0103874,1992,3
2807,Damage,4952,0104237,1992,3
2808,Hero,4999,0104412,1992,1
2809,Candyman,5005,0103919,1992,3
2810,"Lawnmower Man, The",5241,0104692,1992,1
2811,Boomerang,5318,0103859,1992,3
2812,Un Coeur en Hiver,5425,0105682,1992,3
2813,"Bikini Carwash Company, The",5533,0103812,1992,3
2814,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,5593,1517470,1992,0
2815,Sneakers,5654,0105435,1992,1
2816,Dragon Ball Z: The Return of Cooler,6090,0142237,1992,0
2817,A River Runs Through It,6123,0105265,1992,2
2818,Singles,6317,0105415,1992,2
2819,Hellraiser III: Hell on Earth,6397,0104409,1992,3
2820,Peter&#39;s Friends,6702,0105130,1992,3
2821,Dragon Inn,6862,0105859,1992,3
2822,Unforgiven,7006,0105695,1992,3
2823,Freddie as F.R.O.7.,7601,0104298,1992,1
2824,"Last of the Mohicans, The",7031,0104691,1992,2
2825,Split Second,7179,0105459,1992,0
2826,Tom and Jerry: The Movie,7191,0105616,1992,3
2827,Hard Boiled,7245,0104684,1992,0
2828,HouseSitter,7640,0104452,1992,1
2829,Bitter Moon,8287,0104779,1992,3
2830,Critters 4,8393,0101628,1992,1
2831,Leap of Faith,8583,0104695,1992,2
2832,Encino Man,8622,0104187,1992,1
2833,"Bodyguard, The",8991,0103855,1992,2
2834,Just another girl on the I.R.T,9000,0104575,1992,1
2835,"Hand That Rocks the Cradle, The",9922,0104389,1992,3
2836,Dien Bien Phu,9107,0104105,1992,0
2837,"Lover / L&#39;amant, The",9221,0101316,1992,1
2838,Stay Tuned,9242,0105466,1992,2
2839,Strictly Ballroom,9331,0105488,1992,1
2840,Passenger 57,9785,0105104,1992,1
2841,Schtonk,9812,0105328,1992,3
2842,Jurassic Park,109,0107290,1993,3
2843,Groundhog Day,114,0107048,1993,2
2844,Demolition Man,117,0106697,1993,0
2845,Mrs. Doubtfire,436,0107614,1993,3
2846,Point of No Return/The Assassin,543,0107843,1993,3
2847,Sleepless in Seattle,556,0108160,1993,2
2848,Umi ga kikoeru,558,0108432,1993,3
2849,Hocus Pocus,587,0107120,1993,3
2850,Swing Kids,727,0108265,1993,1
2851,Manhattan Murder Mystery,810,0107507,1993,3
2852,Ruby in Paradise,852,0108000,1993,3
2853,Dazed and Confused,861,0106677,1993,3
2854,"Sandlot, The",899,0108037,1993,0
2855,Bad Boy Bubby,950,0106341,1993,1
2856,Three Colors: Blue,984,0108394,1993,3
2857,Robin Hood: Men in Tights,1067,0107977,1993,3
2858,Cool Runnings,1602,0106611,1993,1
2859,Boxing Helena,1517,0106471,1993,1
2860,"Wedding Banquet, The",1195,0107156,1993,3
2861,Homeward Bound: The Incredible Journey,1088,0107131,1993,1
2862,Dave,1133,0106673,1993,3
2863,"Secret Garden, The",1434,0108071,1993,3
2864,Addams Family Values,1436,0106220,1993,3
2865,Sister Act 2: Back in the Habit,1353,0108147,1993,3
2866,Undercover Blues,1097,0108442,1993,1
2867,Schindler&#39;s List,1497,0108052,1993,3
2868,Fei hu wai zhuan,1637,0104246,1993,2
2869,Death Train,1666,0106689,1993,3
2870,Even Cowgirls Get The Blues,1790,0106834,1993,3
2871,Fatal Instinct,1856,0106873,1993,3
2872,"Princess and the Cobbler, The",1940,0112389,1993,0
2873,"Trial, The",2182,0108388,1993,1
2874,"Piano, The",2230,0107822,1993,3
2875,Once Upon a Forest,2492,0107745,1993,3
2876,"Nightmare Before Christmas, The",2543,0107688,1993,1
2877,Sonatine,2847,0108188,1993,0
2878,Little Buddha,2892,0107426,1993,1
2879,"Fugitive, The",2916,0106977,1993,2
2880,"Joy Luck Club, The",3088,0107282,1993,3
2881,"Age of Innocence, The",3097,0106226,1993,3
2882,Heart and Souls,3123,0107091,1993,2
2883,Pieces of April,3176,0311648,1993,3
2884,Tombstone,3180,0108358,1993,3
2885,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),3330,0106417,1993,3
2886,Searching for Bobby Fischer,3336,0108065,1993,0
2887,Cliffhanger,3369,0106582,1993,1
2888,Untamed Heart,3396,0108451,1993,3
2889,"Heroic Trio, The",3405,0105619,1993,3
2890,Naked,3550,0107653,1993,3
2891,"Evil Cult, The",3692,0108624,1993,3
2892,"Beverly Hillbillies, The",3704,0106400,1993,3
2893,Gypsy,3715,0107065,1993,3
2894,"Remains of the Day, The",3761,0107943,1993,1
2895,Cannibal! The Musical,3921,0115819,1993,0
2896,Indien,4337,0107214,1993,0
2897,Super Mario Bros.,4422,0108255,1993,3
2898,Telling Secrets,4555,0108310,1993,3
2899,Coneheads,4636,0106598,1993,3
2900,Batman: Mask of the Phantasm,4877,0106364,1993,0
2901,Gettysburg,4917,0107007,1993,0
2902,Indian Summer,5065,0107212,1993,3
2903,Dragon: The Bruce Lee Story,5083,0106770,1993,3
2904,RoboCop 3,5238,0107978,1993,3
2905,Body of Evidence,5243,0106453,1993,3
2906,Heidi,5285,0107099,1993,3
2907,Short Cuts,5316,0108122,1993,3
2908,Body Snatchers,5521,0106452,1993,3
2909,Rising Sun,5580,0107969,1993,1
2910,"Firm, The",6474,0106918,1993,3
2911,"Blood In, Blood Out",5665,0106469,1993,0
2912,Bhaji on the Beach,5725,0106408,1993,3
2913,Philadelphia,5919,0107818,1993,2
2914,Sliver,6076,0108162,1993,3
2915,Hot Shots! Part Deux,6173,0107144,1993,3
2916,Farewell My Concubine,6215,0106332,1993,0
2917,True Romance,6349,0108399,1993,1
2918,What&#39;s Eating Gilbert Grape,6492,0108550,1993,3
2919,Matinee,6844,0107529,1993,1
2920,Arctic Blue,7055,0106303,1993,1
2921,Dragon Ball Z: The History of Trunks,7209,0142247,1993,1
2922,Body Bags,7272,0106449,1993,1
2923,"Pelican Brief, The",7277,0107798,1993,3
2924,"Making of &#39;...And God Spoke&#39;, The",7418,0107492,1993,1
2925,In the Name of the Father,7514,0107207,1993,2
2926,What&#39;s Love Got to Do with It,7526,0108551,1993,3
2927,A perfect world,7611,0107808,1993,1
2928,Benny &amp; Joon,7619,0106387,1993,1
2929,Indecent Proposal,7642,0107211,1993,0
2930,In the Line of Fire,7667,0107206,1993,1
2931,Kika,7699,0107315,1993,3
2932,La casa de los esp&iacute;ritus,7840,0107151,1993,3
2933,Poetic Justice,8148,0107840,1993,3
2934,"Man Without a Face, The",8552,0107501,1993,1
2935,Mi vida loca,8568,0107566,1993,3
2936,Heaven &amp; Earth,8652,0107096,1993,2
2937,Six Degrees of Separation,8759,0108149,1993,3
2938,Much Ado About Nothing,9033,0107616,1993,1
2939,Fear of a Black hat,9155,0106880,1993,1
2940,"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",9398,0166222,1993,3
2941,Last Action Hero,9466,0107362,1993,1
2942,Hard Target,9565,0107076,1993,1
2943,Space Zombie Bingo!!!,9735,0314713,1993,0
2944,Leprechaun,10136,0107387,1993,1
2945,Guilty as sin,10205,0107057,1993,2
2946,So I Married an Axe Murderer,10565,0108174,1993,3
2947,Grumpy Old Men,10696,0107050,1993,1
2948,Pulp Fiction,91,0110912,1994,3
2949,"Lion King, The",100,0110357,1994,1
2950,Interview with the Vampire,120,0110148,1994,1
2951,Heisei tanuki gassen pompoko,261,0110008,1994,1
2952,"Shawshank Redemption, The",339,0111161,1994,0
2953,Speed,440,0111257,1994,3
2954,Ace Ventura: Pet Detective,441,0109040,1994,2
2955,Clerks.,488,0109445,1994,1
2956,"Stand, The",537,0108941,1994,3
2957,Heavenly Creatures,567,0110005,1994,3
2958,Drop Zone,571,0109676,1994,2
2959,Timecop,574,0111438,1994,1
2960,Forrest Gump,776,0109830,1994,1
2961,Reality Bites,860,0110950,1994,3
2962,Dumb &amp; Dumber,890,0109686,1994,2
2963,Stargate,959,0111282,1994,1
2964,Little Women,960,0110367,1994,3
2965,"Santa Clause, The",1051,0111070,1994,1
2966,"Return of Jafar, The",1066,0107952,1994,0
2967,"Pagemaster, The",1208,0110763,1994,1
2968,Angels in the Outfield,1128,0109127,1994,1
2969,True Lies,1098,0111503,1994,3
2970,"Client, The",1535,0109446,1994,3
2971,Amateur,1571,0109093,1994,3
2972,Pat and Margaret,1734,0124829,1994,3
2973,"Professional, The",1755,0110413,1994,3
2974,Bad Girls,1786,0109198,1994,3
2975,Go Fish,1788,0109913,1994,3
2976,Naked Gun 33 1/3: The Final Insult,1826,0110622,1994,2
2977,Beverly Hills Cop III,1850,0109254,1994,0
2978,Police Academy: Mission to Moscow,1914,0110857,1994,1
2979,Ed Wood,1920,0109707,1994,3
2980,Eat Drink Man Woman,2121,0111797,1994,3
2981,Muriel&#39;s Wedding,2209,0110598,1994,3
2982,Mina Tannenbaum,2210,0110521,1994,3
2983,Crooklyn,2350,0109504,1994,3
2984,"Shadow, The",2535,0111143,1994,0
2985,Priest,2852,0110889,1994,3
2986,Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,4326,0110054,1994,3
2987,Fear City: A Family-Style Comedy,2972,0109440,1994,3
2988,Blue Sky,3004,0109306,1994,3
2989,J&#39;ai pas sommeil,3008,0110171,1994,3
2990,Trading Mom,3044,0111470,1994,3
2991,"Hudsucker Proxy, The",3062,0110074,1994,1
2992,"Last Seduction, The",3104,0110308,1994,1
2993,Wing Chun,3106,0111800,1994,2
2994,Giorgino,3133,0109900,1994,3
2995,"Fantastic Four, The",3162,0109770,1994,1
2996,I Like It Like That,3179,0110091,1994,3
2997,No Escape,3243,0110678,1994,0
2998,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),3331,0109277,1994,3
2999,Oleanna,3431,0110722,1994,0
3000,"Adventures of Priscilla, Queen of the Desert, The",3501,0109045,1994,3
3001,Street Fighter,3522,0111301,1994,3
3002,Getting Any?,3657,0110524,1994,0
3003,"Specialist, The",3788,0111255,1994,1
3004,"Crow, The",3820,0109506,1994,3
3005,"Corrina, Corrina",3840,0109484,1994,3
3006,"Swan Princess, The",3973,0111333,1994,1
3007,Chungking Express,4056,0109424,1994,1
3008,"Road to Wellville, The",4112,0111001,1994,3
3009,It&#39;s Pat,4421,0110169,1994,3
3010,Three Colors: White,4515,0111507,1994,1
3011,Sister My Sister,4602,0111205,1994,3
3012,Star Trek Generations,4618,0111280,1994,3
3013,Birds 2: Land&#39;s End,4645,0109275,1994,3
3014,"Mask, The",4697,0110475,1994,1
3015,Felidae,4717,0109791,1994,1
3016,Legends of the Fall,4841,0110322,1994,3
3017,Uncovered,4869,0111549,1994,3
3018,Brainscan,4920,0109327,1994,1
3019,Quiz Show,4954,0110932,1994,2
3020,Color of Night,5078,0109456,1994,3
3021,Frit&auml;nkaren,5189,0109849,1994,3
3022,In the Mouth of Madness,5206,0113409,1994,1
3023,A.P.E.X.,5334,0109144,1994,1
3024,Airheads,5341,0109068,1994,1
3025,Natural Born Killers,5459,0110632,1994,3
3026,"Flintstones, The",5738,0109813,1994,3
3027,Wrony,5890,0111751,1994,3
3028,"Little Rascals, The",5909,0110366,1994,2
3029,New Nightmare,6029,0111686,1994,3
3030,See How They Fall,6154,0110958,1994,1
3031,Four Weddings and a Funeral,6451,0109831,1994,3
3032,Serial Mom,6477,0111127,1994,3
3033,Black Beauty,6981,0109279,1994,3
3034,Dias contados,7032,0109699,1994,3
3035,D2: The Mighty Ducks,7160,0109520,1994,1
3036,Death and the Maiden,7211,0109579,1994,0
3037,I.Q.,7263,0110099,1994,0
3038,Don&#39;t Drink the Water,7295,0109644,1994,1
3039,It Could Happen to You,7643,0110167,1994,1
3040,"Legend of Drunken Master, The",7933,0111512,1994,3
3041,Lakota Woman: Siege at Wounded Knee,7935,0110297,1994,3
3042,Kan du vissla Johanna?,7972,0110236,1994,0
3043,Runaway Daughters,8004,0111033,1994,3
3044,"Secret of Roan Inish, The",8446,0111112,1994,3
3045,Sirens,8460,0111201,1994,3
3046,Jenny&#39;s Wedding,8494,3289712,1994,3
3047,Die gottliche Ordnung,8592,5818818,1994,3
3048,Vive L&#39;Amour,8735,0109066,1994,0
3049,Miracle on 34th Street,8990,0110527,1994,3
3050,Clear and Present Danger,9108,0109444,1994,0
3051,"Next Karate Kid, The",9406,0110657,1994,3
3052,Revenge of the Musketeers,9525,0109798,1994,3
3053,Men of War,9768,0110490,1994,1
3054,Pentathlon,9772,0110805,1994,0
3055,Twilight Zone: Rod Serling&#39;s Lost Classics,9780,0111520,1994,2
3056,Voll normaaal,9811,0111640,1994,1
3057,Picture Bride,9814,0114129,1994,3
3058,Renaissance Man,10077,0110971,1994,2
3059,When a Man Loves a Woman,10178,0111693,1994,3
3060,Satantango,10672,0111341,1994,2
3061,"Ref, The",10700,0110955,1994,3
3062,"Usual Suspects, The",54,0114814,1995,1
3063,Se7en,69,0114369,1995,1
3064,Toy Story,87,0114709,1995,1
3065,Hackers,97,0113243,1995,2
3066,Casper,106,0112642,1995,3
3067,Outbreak,110,0114069,1995,3
3068,Die Hard: With a Vengeance,147,0112864,1995,1
3069,Empire Records,163,0112950,1995,3
3070,Billy Madison,184,0112508,1995,1
3071,Braveheart,205,0112573,1995,2
3072,Pocahontas,207,0114148,1995,3
3073,Sense and Sensibility,267,0114388,1995,3
3074,Mimi wo sumaseba (Whisper of the Heart),287,0113824,1995,3
3075,"Bridges of Madison County, The",294,0112579,1995,3
3076,Mallrats,489,0113749,1995,2
3077,Showgirls,566,0114436,1995,3
3078,Tank Girl,569,0114614,1995,3
3079,Cold Comfort Farm,637,0112701,1995,3
3080,How to Make an American Quilt,640,0113347,1995,3
3081,K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),659,0113568,1995,0
3082,Strange Days,675,0114558,1995,3
3083,Clueless,749,0112697,1995,3
3084,Now and Then,897,0114011,1995,3
3085,Circle of Friends,905,0112679,1995,3
3086,When Night is Falling,947,0114916,1995,3
3087,Mortal Kombat,955,0113855,1995,1
3088,Welcome to the Dollhouse,974,0114906,1995,3
3089,Antonia&#39;s Line,982,0112379,1995,3
3090,Four rooms,986,0113101,1995,3
3091,Batman Forever,1024,0112462,1995,1
3092,Balto,1031,0112453,1995,2
3093,While You Were Sleeping,1032,0114924,1995,3
3094,Heat,1037,0113277,1995,2
3095,Aladdin and the King of Thieves,1065,0115491,1995,1
3096,Pride and Prejudice,1563,0112130,1995,3
3097,French Kiss,1132,0113117,1995,2
3098,A Goofy Movie,1160,0113198,1995,2
3099,Gold Diggers: The Secret of Bear Mountain,1433,0113188,1995,3
3100,A little princess,1435,0113670,1995,3
3101,Sabrina,1643,0114319,1995,3
3102,Apollo 13,2060,0112384,1995,3
3103,Boys on the Side,2071,0112571,1995,3
3104,Copycat,2100,0112722,1995,3
3105,"To Wong Foo, Thanks for Everything! Julie Newmar",2163,0114682,1995,3
3106,Casino,2220,0112641,1995,2
3107,Dangerous Minds,2882,0112792,1995,3
3108,Waterworld,2303,0114898,1995,2
3109,Safe,2366,0114323,1995,3
3110,Dolores Claiborne,2394,0109642,1995,3
3111,Butterfly Kiss,2422,0112604,1995,3
3112,Canadian Bacon,2573,0109370,1995,1
3113,"Addiction, The",2684,0112288,1995,3
3114,"Celluloid Closet, The",2690,0112651,1995,3
3115,Rumble in the Bronx (Hung fan kui),2835,0113326,1995,1
3116,Twelve Monkeys,2864,0114746,1995,1
3117,"Net, The",2914,0113957,1995,3
3118,"Incredibly True Adventures of Two Girls in Love, The",2931,0113416,1995,3
3119,Serving in Silence,3027,0114395,1995,3
3120,"Baby-Sitters Club, The",3090,0112435,1995,3
3121,Persuasion,3142,0114117,1995,3
3122,"Pebble and the Penguin, The",3267,0114108,1995,2
3123,Fallen Angels,3298,0112913,1995,1
3124,"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",3332,0112513,1995,3
3125,Mighty Morphin Power Rangers: The Movie,3370,0113820,1995,3
3126,"American President, The",3684,0112346,1995,3
3127,Jumanji,3801,0113497,1995,3
3128,La Haine,3877,0113247,1995,0
3129,Before Sunrise,4020,0112471,1995,0
3130,Species,4169,0114508,1995,3
3131,"Quick and the Dead, The",4247,0114214,1995,3
3132,Assassins,4640,0112401,1995,1
3133,Maborosi,4678,0113725,1995,3
3134,Underground,4749,0114787,1995,1
3135,"Langoliers, The",4791,0112040,1995,3
3136,Congo,4902,0112715,1995,0
3137,Home for the holidays,4904,0113321,1995,3
3138,Dracula: Dead and Loving It,5084,0112896,1995,3
3139,Ringu Kanzenban,5199,0235133,1995,1
3140,Devil in a Blue Dress,5317,0112857,1995,1
3141,"City of Lost Children, The",5596,0112682,1995,3
3142,Dragon Ball Z: Wrath of the Dragon,5655,0142243,1995,2
3143,Ace Ventura: When Nature Calls,5710,0112281,1995,0
3144,Dilwale Dulhania Le Jayenge,5728,0112870,1995,3
3145,Kids,5771,0113540,1995,3
3146,Dead Presidents,5812,0112819,1995,3
