,title,id,imdbid,year,rating
2118,Beverly Hills Cop,1848,0086960,1984,0
2119,Supergirl,2000,0088206,1984,3
2120,A Soldier&#39;s Story,2742,0088146,1984,0
2121,"Jewel in the Crown, The",2765,0086739,1984,3
2122,Blame It on Rio,3357,0086973,1984,3
2123,Love Streams,2866,0087644,1984,3
2124,Night of the Comet,3489,0087799,1984,3
2125,A Private Function,3868,0089838,1984,3
2126,Splash,3885,0088161,1984,1
2127,"Natural, The",4053,0087781,1984,1
2128,Poison for the Fairies,4087,0135033,1984,3
2129,"Neverending Story, The",4157,0088323,1984,1
2130,A nightmare on Elm Street,4182,0087800,1984,3
2131,Purple Rain,4193,0087957,1984,3
2132,Repo Man,4355,0087995,1984,2
2133,Non ci resta che piangere,4589,0087814,1984,1
2134,Protocol,4590,0087951,1984,3
2135,2010,4623,0086837,1984,1
2136,"Last Starfighter, The",4633,0087597,1984,3
2137,"Muppets Take Manhattan, The",4634,0087755,1984,3
2138,Top Secret!,4668,0088286,1984,0
2139,A Passage to India,4725,0087892,1984,3
2140,Body Double,5040,0086984,1984,2
2141,Friday the 13th Part IV: The Final Chapter,5154,0087298,1984,3
2142,Secret Places,5255,0088075,1984,3
2143,Blood Simple.,5731,0086979,1984,1
2144,Revenge of the Nerds,5751,0088000,1984,1
2145,Another Country,5761,0086904,1984,0
2146,Starman,5796,0088172,1984,0
2147,Children of the Corn,5879,0087050,1984,3
2148,Trancers,6072,0090192,1984,1
2149,Once Upon A Time In America,6293,0087843,1984,1
2150,Bachelor Party,6309,0086927,1984,3
2151,Johnny Dangerously,6523,0087507,1984,3
2152,Godzilla 1985,6529,0087344,1984,0
2153,"Silent Night, Deadly Night",6703,0088117,1984,3
2154,Los santos inocentes,7391,0088040,1984,3
2155,"Philadelphia Experiment, The",7402,0087910,1984,1
2156,"Ice Pirates, The",7403,0087451,1984,2
2157,Best Defense,7404,0086955,1984,2
2158,Angel,7492,0086896,1984,3
2159,Razorback,7532,0087981,1984,1
2160,El pico 2,7530,0087913,1984,1
2161,Nineteen Eighty-Four,8524,0087803,1984,1
2162,Romancing the Stone,8748,0088011,1984,3
2163,"Initiation, The",8875,0087472,1984,3
2164,All of Me,9241,0086873,1984,2
2165,Rhinestone,9311,0088001,1984,3
2166,C.H.U.D.,9327,0087015,1984,2
2167,Marche &agrave; l&#39;ombre,9584,0087681,1984,1
2168,Zwei Nasen tanken Super,9722,0088459,1984,1
2169,"Warrior and the Sorceress, The",9739,0088379,1984,0
2170,She,9740,0090009,1984,1
2171,Emmanuelle IV,9756,0085486,1984,3
2172,Double Trouble,9776,0087481,1984,0
2173,Back to the Future,149,0088763,1985,2
2174,"Breakfast Club, The",203,0088847,1985,3
2175,Just One of the Guys,402,0089393,1985,3
2176,Red Sonja,418,0089893,1985,3
2177,Otac na sluzbenom putu,486,0089748,1985,3
2178,Weird Science,520,0090305,1985,3
2179,Police Academy 2: Their First Assignment,576,0089822,1985,1
2180,Agnes of God,602,0088683,1985,3
2181,Tomo yo shizukani nemure,676,0380761,1985,2
2182,Girls Just Want to Have Fun,752,0089208,1985,3
2183,Brazil,880,0088846,1985,3
2184,Anne of Green Gables,935,0088727,1985,3
2185,Sans toi ni loi (Vagabond),963,0089960,1985,3
2186,"Color Purple, The",991,0088939,1985,3
2187,Real Genius,1046,0089886,1985,1
2188,White Nights,1187,0090319,1985,1
2189,Clue,1408,0088930,1985,3
2190,Ladyhawke,1269,0089457,1985,0
2191,A Room with a View,1561,0091867,1985,3
2192,Dim Sum: A Little Bit of Heart,1500,0087150,1985,3
2193,Desperately Seeking Susan,1654,0089017,1985,3
2194,Huang tudi (Yellow Earth),1708,0087433,1985,0
2195,"Trip To Bountiful, The",1789,0090203,1985,3
2196,Fletch,1832,0089155,1985,1
2197,"Black Cauldron, The",1949,0088814,1985,3
2198,Enemy Mine,2152,0089092,1985,0
2199,Fandango,2302,0089126,1985,0
2200,Mr Vampire (Geung si sin sang),2343,0089371,1985,1
2201,Ran,2352,0089881,1985,1
2202,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),2531,0088748,1985,0
2203,Commando,2576,0088944,1985,1
2204,Wetherby,2613,0090310,1985,3
2205,Return to Oz,2894,0089908,1985,3
2206,"Goonies, The",3001,0089218,1985,3
2207,Better Off Dead,3320,0088794,1985,3
2208,Starchaser: The Legend of Orin,3416,0090065,1985,1
2209,Desert Hearts,3666,0089015,1985,3
2210,A Chorus Line,3719,0088915,1985,3
2211,Sweet Dreams,3741,0090110,1985,3
2212,Day of the Dead,3802,0088993,1985,0
2213,After Hours,3872,0088680,1985,2
2214,Legend,3986,0089469,1985,3
2215,"Care Bears Movie, The",4123,0088885,1985,3
2216,Detective,4480,0089066,1985,1
2217,Barbarian Queen,4550,0088771,1985,3
2218,Phenomena,4893,0087909,1985,3
2219,"Official Story, The",4945,0089276,1985,3
2220,My Beautiful Laundrette,4949,0091578,1985,2
2221,Purple Rose of Cairo,5297,0089853,1985,3
2222,"Sure Thing, The",5467,0090103,1985,3
2223,Friday the 13th: A New Beginning,5563,0089173,1985,3
2224,Re-Animator,5564,0089885,1985,0
2225,Spies Like Us,5627,0090056,1985,1
2226,Witness,5632,0090329,1985,3
2227,"Legend of Billie Jean, The",5660,0089470,1985,3
2228,Tampopo,5795,0092048,1985,1
2229,Fright Night,5943,0089175,1985,2
2230,A Nightmare on Elm Street 2: Freddy&#39;s Revenge,6018,0089686,1985,3
2231,Out of Africa,6155,0089755,1985,3
2232,Come and See,6165,0091251,1985,0
2233,A View to a Kill,6314,0090264,1985,1
2234,"Quiet Earth, The",6730,0089869,1985,0
2235,Kiss of the Spider Woman,6792,0089424,1985,2
2236,Rambo: First Blood Part II,6840,0089880,1985,0
2237,Dreamchild,6853,0089052,1985,3
2238,Rocky IV,6873,0089927,1985,2
2239,Angel&#39;s Egg,6902,0208502,1985,0
2240,Flesh+Blood,7173,0089153,1985,3
2241,Night on the Galactic Railroad,7576,0089206,1985,0
2242,Ninja Terminator,7703,0199849,1985,2
2243,La Negrita: the Miracle of Our Lady of Los Angeles,8007,5739786,1985,1
2244,Esperando la carroza,8071,0089108,1985,3
2245,Howling II: ... Your Sister Is a Werewolf,8419,0089308,1985,2
2246,Bebukottak,8553,2292794,1985,0
2247,"Treasure of Swamp Castle, The",8554,0137226,1985,2
2248,Pee-wee&#39;s Big Adventure,8924,0089791,1985,1
2249,Les specialistes,9052,0088167,1985,0
2250,"Last Dragon, The",9148,0089461,1985,3
2251,Teen Wolf,9536,0090142,1985,2
2252,Pale Rider,9538,0089767,1985,2
2253,Ocean Drive Weekend,9569,0471287,1985,3
2254,Sindhu Bhairavi,9957,0155180,1985,2
2255,Die Einsteiger,9721,0089077,1985,1
2256,My Life as a Dog,10592,0089606,1985,1
2257,Short Circuit,2,0091949,1986,3
2258,Ferris Bueller&#39;s Day Off,211,0091042,1986,3
2259,Labyrinth,253,0091369,1986,3
2260,Aliens,283,0090605,1986,3
2261,Tenk&ucirc; no shiro Rapyuta,484,0092067,1986,3
2262,Police Academy 3: Back in Training,577,0091777,1986,1
2263,Stand By Me,898,0092005,1986,0
2264,Hannah and Her Sisters,1017,0091167,1986,3
2265,Highlander,1604,0091203,1986,2
2266,Kin-Dza-Dza,1397,0091341,1986,0
2267,"Clan of the Cave Bear, The",1614,0090848,1986,3
2268,Top Gun,1703,0092099,1986,2
2269,Jumpin&#39; Jack Flash,1835,0091306,1986,3
2270,Little Shop of Horrors,2061,0091419,1986,1
2271,Peggy Sue Got Married,2070,0091738,1986,3
2272,Big Trouble in Little China,2150,0090728,1986,3
2273,"Money Pit, The",2314,0091541,1986,2
2274,Armed and Dangerous,2421,0090660,1986,1
2275,An American Tail,2490,0090633,1986,3
2276,Star Trek IV:  The Voyage Home,2648,0092007,1986,3
2277,SpaceCamp,2658,0091993,1986,3
2278,Blue Velvet,2662,0090756,1986,1
2279,When the Wind Blows,2670,0090315,1986,0
2280,"Fly, The",3002,0091064,1986,2
2281,"Adventures of Milo and Otis, The",3093,0097050,1986,1
2282,"&#39;night, Mother",3155,0090556,1986,3
2283,Down by Law,3203,0090967,1986,1
2284,Project A-ko,3398,0091794,1986,3
2285,Platoon,3558,0091763,1986,0
2286,Crocodile Dundee,3614,0090555,1986,3
2287,"Great Mouse Detective, The",3701,0091149,1986,1
2288,"Transformers: The Movie, The",3850,0092106,1986,0
2289,Pretty in Pink,4315,0091790,1986,3
2290,Hour of the Star,4451,0089297,1986,3
2291,Flight of the Navigator,4576,0091059,1986,3
2292,"Parent Trap II, The",4581,0091721,1986,3
2293,Back to School,4591,0090685,1986,1
2294,Ruthless People,4614,0091877,1986,3
2295,Howard The Duck,4632,0091225,1986,3
2296,Maximum Overdrive,4684,0091499,1986,2
2297,F/X,4894,0089118,1986,1
2298,Asterix in Britain (Asterix chez les Bretons),4966,0090667,1986,0
2299,Captain EO,6021,0090793,1986,1
2300,!Three Amigos!,6202,0092086,1986,2
2301,Rosa Luxemburg,6221,0091869,1986,3
2302,Manhunter,6298,0091474,1986,1
2303,Il caso Moro,6711,0090805,1986,0
2304,Peking Opera Blues,6819,0090952,1986,3
2305,"Karate Kid, Part II, The",6935,0091326,1986,1
2306,Children of a Lesser God,6954,0090830,1986,3
2307,April Fool&#39;s Day,6972,0090655,1986,3
2308,"Mission, The",6979,0091530,1986,0
2309,From Beyond,7056,0091083,1986,3
2310,"Name Of The Rose, The",7333,0091605,1986,0
2311,"Manhattan Project, The",7472,0091472,1986,2
2312,Matador,7480,0091495,1986,3
2313,"Fugitives, The",8123,0091093,1986,0
2314,Pirates,8286,0091757,1986,0
2315,Critters,8388,0090887,1986,2
2316,Chopping Mall,8418,0090837,1986,3
2317,Deadly Friend,8486,0090917,1986,2
2318,Macskafogo,8558,0179955,1986,1
2319,Terrorizers,9121,0091355,1986,2
2320,She&#39;s Gotta Have It,9171,0091939,1986,3
2321,Under the Cherry Moon,9229,0092133,1986,3
2322,A Better Tomorrow,9374,0092263,1986,0
2323,About Last Night,9304,0090583,1986,3
2324,Cobra,9411,0090859,1986,1
2325,Iron Eagle,9516,0091278,1986,1
2326,"Delta Force, The",9531,0090927,1986,1
2327,"No Retreat, No Surrender",9544,0089695,1986,0
2328,"Defiant Ones, The",9590,0089010,1986,0
2329,Friday the 13th Part VI: Jason Lives,9653,0091080,1986,3
2330,"Texas Chainsaw Massacre Part 2, The",9854,0092076,1986,0
2331,Betty Blue,10208,0090563,1986,2
2332,Flying,10652,0091065,1986,3
2333,"Good Morning, Vietnam",134,0093105,1987,1
2334,Dirty Dancing,321,0092890,1987,3
2335,"Princess Bride, The",322,0093779,1987,2
2336,RoboCop,547,0093870,1987,1
2337,Police Academy 4: Citizens on Patrol,579,0093756,1987,1
2338,Full Metal Jacket,720,0093058,1987,0
2339,Babette&#39;s Feast,815,0092603,1987,3
2340,"Wonderful Wizard of Oz, The",1034,0098675,1987,3
2341,Housekeeping,1181,0093225,1987,3
2342,Overboard,1203,0093693,1987,3
2343,Lethal Weapon,1113,0093409,1987,1
2344,Spaceballs,1078,0094012,1987,3
2345,September,1657,0093940,1987,3
2346,"Whales Of August, The",1792,0094315,1987,3
2347,Beverly Hills Cop II,1849,0092644,1987,1
2348,Around the World in Eighty Ways,1862,0092581,1987,3
2349,Withnail &amp; I,1887,0094336,1987,1
2350,84 Charing Cross Road,1902,0090570,1987,3
2351,Predator,1928,0093773,1987,0
2352,House of Games,2029,0093223,1987,3
2353,Bagdad Cafe,2215,0095801,1987,3
2354,I&#39;ve Heard the Mermaids Singing,2218,0093239,1987,3
2355,Wings of Desire,2243,0093191,1987,0
2356,"Witches of Eastwick, The",2250,0094332,1987,3
2357,Hard Ticket to Hawaii,2365,0093146,1987,3
2358,Radio Days,2437,0093818,1987,1
2359,Angel Heart,2471,0092563,1987,1
2360,Baby Boom,2523,0092605,1987,3
2361,Maurice,2644,0093512,1987,2
2362,High Tide,2665,0095305,1987,3
2363,Fatal Beauty,2710,0093011,1987,2
2364,Moonstruck,2744,0093565,1987,3
2365,"Planes, Trains &amp; Automobiles",2927,0093748,1987,1
2366,"Lost Boys, The",3003,0093437,1987,1
2367,"Last Emperor, The",3249,0093389,1987,3
2368,Barbie and the Rockers: Out of This World,3290,0313254,1987,3
2369,Hellraiser,3582,0093177,1987,3
2370,Nice Girls Don&#39;t Explode,3602,0093617,1987,3
2371,Prince of Darkness,3611,0093777,1987,3
2372,Raising Arizona,3635,0093822,1987,3
2373,"Chipmunk Adventure, The",3781,0092752,1987,3
2374,Ngati,3898,0093615,1987,3
2375,Evil Dead II,3916,0092991,1987,3
2376,Outrageous Fortune,4228,0093690,1987,3
2377,Superman IV: The Quest for Peace,4297,0094074,1987,3
2378,"Gate, The",4412,0093075,1987,2
2379,Black Widow,4535,0090738,1987,3
2380,Dragnet,4620,0092925,1987,3
2381,Fatal Attraction,4737,0093010,1987,3
2382,Light of Day,4811,0093415,1987,3
2383,Swimming to Cambodia,5017,0094089,1987,0
2384,Hansel and Gretel,5290,0093144,1987,3
2385,Broadcast News,5310,0092699,1987,3
2386,Empire of the Sun,5373,0092965,1987,1
2387,House II: The Second Story,5592,0093220,1987,3
2388,A Nightmare on Elm Street 3: Dream Warriors,5767,0093629,1987,3
2389,Waiting for the Moon,5789,0094286,1987,3
2390,Au Revoir Les Enfants,6062,0092593,1987,1
2391,Creepshow 2,6824,0092796,1987,3
2392,Jaws: The Revenge,6920,0093300,1987,3
2393,3 Men and a Baby,7002,0094137,1987,1
2394,Hope and Glory,7035,0093209,1987,3
2395,Bad Taste,7049,0092610,1987,0
2396,Adventures in Babysitting,7507,0092513,1987,3
2397,El bosque animado,7590,0092693,1987,3
2398,La ley del deseo,7661,0093412,1987,3
2399,Epidemic,7918,0092972,1987,1
2400,"Secret of My Succe$s, The",8672,0093936,1987,1
2401,"Running Man, The",8692,0093894,1987,3
2402,My Demon Lover,9205,0093589,1987,2
2403,A Better Tomorrow II,9375,0094357,1987,0
2404,Can&#39;t Buy Me Love,9286,0092718,1987,3
2405,Deathstalker II,9389,0092860,1987,3
2406,"No Retreat, No Surrender 2",9545,0097991,1987,1
2407,Masters of the Universe,9566,0093507,1987,3
2408,Throw Momma from the Train,9609,0094142,1987,1
2409,Amazon Women on the Moon,9710,0092546,1987,2
2410,Emmanuelle 5,9755,0092962,1987,0
2411,Casanova,9822,0092730,1987,2
2412,No Way Out,9852,0093640,1987,1
2413,Slave Girls from Beyond Infinity,10275,0093991,1987,3
2414,Where is the friend&#39;s house,10288,0093342,1987,0
2415,Mannequin,10739,0093493,1987,1
2416,Who Framed Roger Rabbit,136,0096438,1988,1
2417,Coming to America,256,0094898,1988,3
2418,Tonari no Totoro,259,0096283,1988,3
2419,Twins,572,0096320,1988,3
2420,Police Academy 5: Assignment: Miami Beach,580,0095882,1988,1
2421,Die Hard,619,0095016,1988,3
2422,Beetle Juice,647,0094721,1988,3
2423,Willow,739,0096446,1988,3
2424,Maniac Cop,814,0095583,1988,3
2425,Heathers,859,0097493,1988,3
2426,Mystic Pizza,940,0095690,1988,3
2427,Working Girl,1070,0096463,1988,3
2428,They Live,1293,0096256,1988,0
2429,Oliver &amp; Company,1210,0095776,1988,2
2430,Bloodsport,1158,0092675,1988,1
2431,Dangerous Liaisons,1629,0094947,1988,3
2432,L&#39;etudiante,1647,0096523,1988,3
2433,Poltergeist III,1714,0095889,1988,3
2434,"Naked Gun: From the Files of Police Squad!, The",1824,0095705,1988,1
2435,Killer Klowns from Outer Space,1860,0095444,1988,0
2436,A Fish Called Wanda,1911,0095159,1988,3
2437,Midnight Run,2903,0095631,1988,2
2438,Akira,2244,0094625,1988,1
2439,Women on the Verge of a Nervous Breakdown,2406,0095675,1988,3
2440,Hairspray,2462,0095270,1988,3
2441,Satisfaction,2485,0096037,1988,3
2442,Beaches,2493,0094715,1988,3
2443,"Accused, The",2502,0094608,1988,3
2444,Big Business,2505,0094739,1988,3
2445,Feds,2653,0095145,1988,3
2446,Action Jackson,2663,0094612,1988,1
2447,Alien Nation,2784,0094631,1988,1
2448,"Land Before Time, The",2905,0095489,1988,3
2449,"Distant Voices, Still Lives",2960,0095037,1988,3
2450,Torch Song Trilogy,3075,0096289,1988,1
2451,Scooby-Doo and the Ghoul School,3448,0189071,1988,3
2452,Rain Man,3482,0095953,1988,1
2453,Married to the Mob,3559,0095593,1988,3
2454,Appleseed,4374,0094668,1988,3
2455,Young Guns,4578,0096487,1988,1
2456,Rock &#39;n&#39; Roll Mom,4582,0096001,1988,3
2457,Two Moon Junction,4628,0096324,1988,3
2458,Dead Ringers,4672,0094964,1988,2
2459,Child&#39;s Play,4705,0094862,1988,3
2460,My Stepmother Is an Alien,4774,0095687,1988,3
2461,World Gone Wild,4813,0096465,1988,3
2462,Hell Comes to Frogtown,4815,0093171,1988,3
2463,Scrooged,4986,0096061,1988,3
2464,Crossing Delancey,4990,0094921,1988,3
2465,Cinema Paradiso,4998,0095765,1988,1
2466,"Last Temptation of Christ, The",5128,0095497,1988,2
2467,Gakk&ocirc; no kaidan G,5179,0330312,1988,0
2468,Sticky Fingers,5258,0096176,1988,3
2469,Hellbound: Hellraiser II,5261,0095294,1988,1
2470,Big,5324,0094737,1988,1
2471,Another Woman,5383,0094663,1988,3
2472,Caddyshack II,5569,0094824,1988,3
2473,"Adventures of Baron Munchausen, The",5595,0096764,1988,1
2474,Grave of the Fireflies,5867,0095327,1988,0
2475,Spoorloos,5881,0096163,1988,1
2476,A Nightmare on Elm Street 4: The Dream Master,6020,0095742,1988,3
2477,Wong gok ka moon,6746,0096461,1988,0
2478,Pumpkinhead,7099,0095925,1988,3
2479,"Accidental Tourist, The",7161,0094606,1988,2
2480,Remando al viento [Rowing with the Wind],7423,0093840,1988,2
2481,Critters 2,8389,0094919,1988,3
2482,Earth Girls Are Easy,8406,0097257,1988,2
2483,Lady in White,8515,0095484,1988,1
2484,Gorillas in the Mist,8771,0095243,1988,3
2485,Bull Durham,9060,0094812,1988,2
2486,Igla,9206,0097561,1988,0
2487,"Bear, The",9418,0095800,1988,0
2488,Rambo III,9410,0095956,1988,0
2489,"Big Blue, The",9453,0095250,1988,2
2490,Vibes,9489,0096378,1988,1
2491,Hiroshima Maiden,9666,0224412,1988,3
2492,Elvira: Mistress of the Dark,9676,0095088,1988,3
2493,&#39;Gator Bait 2: Cajun Justice,9737,0094588,1988,0
2494,"Sisterhood, The",9751,0096114,1988,3
2495,Emmanuelle 6,9758,0095094,1988,3
2496,Red Scorpion,9769,0098180,1988,0
2497,"Bourne Identity, The",9821,0094791,1988,0
2498,Stand and Deliver,10295,0094027,1988,1
2499,Dirty Rotten Scoundrels,10328,0095031,1988,1
2500,Kung-Fu Master!,10631,0093371,1988,3
2501,"Great Outdoors, The",10685,0095253,1988,3
2502,Crocodile Dundee II,10704,0092493,1988,2
2503,Chocolat,10747,0094868,1988,3
2504,Back to the Future Part II,150,0096874,1989,3
2505,Uncle Buck,159,0098554,1989,3
2506,When Harry Met Sally,181,0098635,1989,3
2507,Resan till Melonia,336,0098189,1989,1
2508,Road House,511,0098206,1989,1
2509,Police Academy 6: City Under Siege,581,0098105,1989,1
2510,Mystery Train,591,0097940,1989,3
2511,"Little Mermaid, The",666,0097757,1989,3
2512,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),700,0097814,1989,3
2513,Fat Man and Little Boy,734,0097336,1989,1
2514,Troop Beverly Hills,849,0098519,1989,3
2515,Steel Magnolias,924,0098384,1989,3
2516,Batman,1023,0096895,1989,1
2517,Indiana Jones and the Last Crusade,1049,0097576,1989,0
2518,Star Trek V: The Final Frontier,1201,0098382,1989,1
2519,Shirley Valentine,1103,0098319,1989,3
2520,Przesluchanie,1463,0084548,1989,3
2521,Ghostbusters II,1540,0097428,1989,2
2522,"Honey, I Shrunk the Kids",1603,0097523,1989,3
2523,Wild Orchid,1499,0100934,1989,3
2524,"Abyss, The",1478,0096754,1989,3
2525,Let It Ride,1640,0097731,1989,2
2526,Fletch Lives,1833,0097366,1989,1
2527,Weekend at Bernie&#39;s,1834,0098627,1989,1
2528,"Get Smart, Again!",1847,0097423,1989,3
2529,"Sex, Lies, and Videotape",2065,0098724,1989,2
2530,"&#39;Burbs, The",2074,0096734,1989,1
2531,Henry V,2353,0097499,1989,3
2532,Dead Poets Society,2361,0097165,1989,1
2533,Bill &amp; Ted&#39;s Excellent Adventure,2463,0096928,1989,2
2534,She-Devil,2488,0098309,1989,3
2535,All Dogs Go to Heaven,2528,0096787,1989,3
2536,Crimes and Misdemeanors,2619,0097123,1989,3
2537,Major League,3808,0097815,1989,1
2538,"Seventh Continent, The",3803,0098327,1989,3
2539,Leviathan,3932,0097737,1989,3
2540,Drugstore Cowboy,3934,0097240,1989,2
2541,UHF,4036,0098546,1989,1
2542,Meet The Feebles,4175,0097858,1989,3
2543,Shag,4268,0098300,1989,3
2544,Say Anything...,4270,0098258,1989,2
2545,Licence to Kill,4364,0097742,1989,2
2546,Oranges Are Not The Only Fruit,4397,0098032,1989,3
2547,"Dream Team, The",4579,0097235,1989,0
2548,"Cook, the Thief, His Wife &amp; Her Lover, The",4597,0097108,1989,1
2549,Dead Calm,4606,0097162,1989,0
2550,Leningrad Cowboys Go America,4646,0097728,1989,0
2551,Teen Witch,4760,0098453,1989,3
2552,Turner &amp; Hooch,5277,0098536,1989,1
2553,Chopper Chicks in Zombietown,5534,0103959,1989,3
2554,Born on the Fourth of July,5574,0096969,1989,3
2555,A Nightmare on Elm Street 5: The Dream Child,6024,0097981,1989,3
2556,Do the Right Thing,6594,0097216,1989,2
2557,Friday the 13th Part VIII: Jason Takes Manhattan,6675,0097388,1989,3
2558,Glory,6975,0097441,1989,0
2559,Loverboy,7048,0097790,1989,3
2560,Godzilla vs. Biollante,7213,0097444,1989,3
2561,Lethal Weapon 2,7222,0097733,1989,3
2562,Driving Miss Daisy,7255,0097239,1989,3
2563,Field of Dreams,7268,0097351,1989,2
2564,My Left Foot,7269,0097937,1989,3
2565,Millennium,7438,0097883,1989,3
2566,"Delinquents, The",7842,0097182,1989,3
2567,National Lampoon&#39;s Christmas Vacation,8323,0097958,1989,3
2568,Celia,8470,0094849,1989,3
2569,Babar: The Movie,8507,0096869,1989,3
2570,Savage Beach,8997,0098257,1989,3
2571,Kickboxer,9485,0097659,1989,0
2572,Blind Fury,9487,0096945,1989,1
2573,"Karate Kid Part III, The",9515,0097647,1989,0
2574,"Killer, The",9528,0097202,1989,0
2575,Farewell to the King,9539,0097334,1989,0
2576,Tango &amp; Cash,9727,0098439,1989,0
2577,"Return of Swamp Thing, The",9752,0098193,1989,3
2578,"Punisher, The",9770,0098141,1989,1
2579,Sidewalk Stories,10637,0098325,1989,2
2580,Parenthood,10709,0098067,1989,3
2581,Total Recall,118,0100802,1990,1
2582,Back to the Future Part III,151,0099088,1990,1
2583,"Witches, The",209,0100944,1990,3
2584,Home Alone,432,0099785,1990,3
2585,Mermaids,443,0100140,1990,3
2586,It,454,0099864,1990,1
2587,Misery,459,0100157,1990,1
2588,Postcards from the Edge,533,0100395,1990,3
2589,Life Is Sweet,796,0100024,1990,3
2590,Nikita,869,0100263,1990,3
2591,"Handmaid&#39;s Tale, The",926,0099731,1990,3
2592,Mindwalk,1173,0100151,1990,3
2593,Ghost,1130,0099653,1990,3
2594,Paris is Burning,1441,0100332,1990,3
2595,Tremors,1663,0100814,1990,3
2596,"I, the Worst of All",1728,0100990,1990,3
2597,White Hunter Black Heart,1935,0100928,1990,1
2598,Pretty Woman,2156,0100405,1990,3
2599,Goodfellas,2211,0099685,1990,3
2600,Darkman,2242,0099365,1990,0
2601,Bimbos B.C.,2379,0196378,1990,3
2602,An Angel at My Table,2296,0099040,1990,3
2603,"Bonfire of the Vanities, The",2313,0099165,1990,2
2604,Edward Scissorhands,2442,0099487,1990,3
2605,Wild at Heart,2577,0100935,1990,2
2606,Joe Versus the Volcano,2820,0099892,1990,2
2607,Flatliners,2942,0099582,1990,3
2608,Die Hard 2,2963,0099423,1990,3
2609,"Hunt for Red October, The",3000,0099810,1990,1
2610,Happily Ever After,3247,0099733,1990,3
2611,"Russia House, The",3524,0100530,1990,0
2612,Close-Up,3561,0100234,1990,1
2613,Qin yong,3566,0098147,1990,3
2614,Dark Angel (I Come in Peace),3662,0099817,1990,0
2615,A Little Night Music,3721,0359610,1990,3
2616,"Long Walk Home, The",4034,0100046,1990,3
2617,I Hired a Contract Killer,4080,0099818,1990,0
2618,Strangers in Good Company,4174,0102993,1990,3
2619,I love you to death,4574,0099819,1990,3
2620,Child&#39;s Play 2,4706,0099253,1990,3
2621,Troll 2,4719,0105643,1990,3
2622,Miller&#39;s Crossing,4750,0100150,1990,0
2623,Air America,4807,0099005,1990,0
2624,Predator 2,5182,0100403,1990,2
2625,RoboCop 2,5237,0100502,1990,1
2626,Teenage Mutant Ninja Turtles,5284,0100758,1990,2
2627,A Tale of Springtime,5301,0097106,1990,3
2628,"Match Factory Girl, The",5333,0098532,1990,3
2629,Europa Europa,5347,0099776,1990,2
2630,Portrait of a Marriage,5399,0098897,1990,3
2631,Lord of the Flies,5556,0100054,1990,0
2632,Stella,5581,0100691,1990,2
2633,"Welcome Home, Roxy Carmichael",5614,0100911,1990,3
2634,Jacob&#39;s Ladder,5688,0099871,1990,1
2635,Where the Heart Is,5776,0100924,1990,3
2636,Presumed Innocent,5777,0100404,1990,1
2637,Dragon Ball Z: The Movie - The Tree of Might,5908,0142233,1990,1
2638,Alice,6081,0099012,1990,3
2639,Criminal Justice,6289,0099321,1990,3
2640,Kindergarten Cop,6542,0099938,1990,3
2641,Cry-Baby,6562,0099329,1990,3
2642,"Nasty Girl (Das schreckliche M&auml;dchen), The",6656,0100557,1990,3
2643,Dragon Ball Z: Bardock - The Father of Goku,7426,0142245,1990,0
2644,Dances with Wolves,7626,0099348,1990,1
2645,Rosencrantz &amp; Guildenstern Are Dead,7659,0100519,1990,1
2646,Hidden Agenda,8021,0099768,1990,3
2647,Class of 1999,8043,0099277,1990,2
2648,"Rescuers Down Under, The",8051,0100477,1990,1
2649,"Godfather: Part III, The",8061,0099674,1990,3
2650,Metropolitan,8097,0100142,1990,3
2651,"Reflecting Skin, The",8584,0100469,1990,1
2652,Barbarian Queen II: The Empress Strikes Back,8929,0103768,1990,3
2653,"Sheltering Sky, The",9481,0100594,1990,0
2654,Bullet in the Head,9529,0099426,1990,1
2655,Navy Seals,9530,0100232,1990,0
2656,Delta Force 2: The Colombian Connection,9532,0099399,1990,1
2657,Naked Tango,9537,0100222,1990,1
2658,"No Retreat, No Surrender 3: Blood Brothers",9546,0100266,1990,0
2659,Lionheart,9563,0100029,1990,1
2660,Rocky V,9726,0100507,1990,0
2661,Hiroshima: Out of the Ashes,9813,0099772,1990,3
2662,Gremlins 2: The New Batch,9923,0099700,1990,2
2663,Nightbreed,10013,0100260,1990,3
2664,Quick Change,10356,0100449,1990,0
2665,Days of Being Wild,10394,0101258,1990,2
2666,Blue Steel,10415,0099160,1990,2
2667,Bad Girls from Mars,10453,0101399,1990,3
2668,"Silence of the Lambs, The",32,0102926,1991,3
2669,Beauty and the Beast,183,0101414,1991,3
2670,Thelma &amp; Louise,266,0103074,1991,3
2671,Omohide poro poro,308,0102587,1991,3
2672,Other People's Money,467,0102609,1991,3
2673,Point Break,512,0102685,1991,0
2674,Tacones Lejanos,710,0103030,1991,3
2675,Fried Green Tomatoes,767,0101921,1991,3
2676,Terminator 2: Judgement Day,847,0103064,1991,3
2677,Shakes the Clown,879,0102898,1991,3
2678,Impromptu,913,0102103,1991,3
2679,Hook,1033,0102057,1991,2
2680,Flirting,1346,0101898,1991,2
2681,Raise the Red Lantern,1297,0101640,1991,3
2682,White Fang,1125,0103247,1991,1
